areaOfVerticalExternalSurface,areaRatioOfAdiabaticInternalPartitions,areaRatioOfDiabaticInternalPartitions,areaRatioOfVerticalExternalSurface,coolElectricEquivalentEfficiency,cooledAreaRatio,glazingConduction,heatElectricEquivalentEfficiency,heatedAreaRatio,hotWaterDemand,internalConduction,internalGainsCool,internalGainsHeat,irrVerticalCool,irrVerticalHeat,lpd,opaqueConduction,q50,roofWallRatio,solTrans,unconditionedAreaRatio,ventilatedAreaRatio,ventilationEnergyConsumption,wallToFloorRatio,windowToWallRatio,irr_north,irr_north_east,irr_east,irr_south_east,irr_south,irr_south_west,irr_west,irr_north_west,irr_horizontal,cool_irr_north,cool_irr_north_east,cool_irr_east,cool_irr_south_east,cool_irr_south,cool_irr_south_west,cool_irr_west,cool_irr_north_west,cool_irr_horizontal,BER,SER
104.66,0.511233356,0.219731633,0.269035011,0,0.00E+00,3.257915949,0.8,0.45492604,0.067020653,1.544255215,0,61.22057132,0,676.6902395,8.748115751,1.355537959,31.25,0.306637197,0.556705471,0.54507396,0.00E+00,16.90192611,0.730253977,0.328301166,20.45483826,0,226.4164683,0,0,0,406.7689399,0,23.049993,0,0,0,0,0,0,0,0,0,135.159,33.4786
37.36,0.783509514,0.019027484,0.197463002,0,0.00E+00,4.24732569,0.8,1,0.256869754,0.00E+00,0,58.9525792,0,642.4897419,19.79701763,1.006675419,31.25,0.175821752,0.68,0.00E+00,0.00E+00,16.83654687,1.01164365,0.252141328,0,65.37988087,0,182.5082727,0,102.5711449,0,147.3291418,144.7013016,0,0,0,0,0,0,0,0,0,210.835,64.1579
199.5,0.482651001,0.151092344,0.366256655,0,0.00E+00,6.351387073,1.703569444,0.465054496,0.023463331,3.26066236,0,32.63179169,0,542.5224299,12.96735245,2.450556834,14.6750695,0.05749371,1.08910208,0.534945504,0.00E+00,0,1.358991826,0.353884712,0,236.4046729,0,66.42056075,0,33.77570093,0,122.8523364,83.06915888,0,0,0,0,0,0,0,0,0,83.4339,34.1495
603.8,0.179596396,0.190046666,0.630356938,0,0.00E+00,5.150223245,1.320040631,0.758288984,0.125877191,0.433483029,0,38.45017406,0,573.2275599,0.550981527,2.227256004,19.76814033,0.599700339,0.822295924,0.241711016,0.00E+00,234.6163763,0.803352847,0.17639947,0,70.1383112,0,224.344032,0,25.29242808,0,165.8724392,87.58034939,0,0,0,0,0,0,0,0,0,79.5319,28.2346
641.22,0.256362077,0.158764617,0.584873306,0,0.00E+00,6.669647362,1.28452077,0.996605731,0.117468845,0.036283313,0,39.646427,0,603.3943597,0.329976901,2.183277945,20.43320127,0.607292904,1.078392652,0.003394269,0.00E+00,400.6338554,0.777311739,0.225601198,0,34.4910268,0,259.3995979,0,49.17051847,0,150.8842983,109.4489182,0,0,0,0,0,0,0,0,0,94.092,27.9089
255.32,0.88755395,0.00E+00,0.11244605,0,0.00E+00,4.689328499,0.8,1,0.144341589,0.00E+00,0,61.81641322,0,764.1232871,2.120981804,1.296963806,31.25,0.423591828,0.670963918,0.00E+00,0.00E+00,38.38647158,0.479411157,0.449396835,0,0,0,220.0834406,0,22.82794898,0,120.0704368,401.1414607,0,0,0,0,0,0,0,0,0,92.2504,29.0135
471.228,0.442981116,0.125923297,0.431095587,0,0.00E+00,2.749411466,1.024508503,0.385746102,0.168171269,0.449957636,0,59.96130884,0,803.5536439,0.729113129,0.575712372,24.49095306,0.16421966,0.702724975,0.614253898,0.00E+00,28.91279127,0.954095971,0.04299405,26.96776438,0,0,0,92.31273191,0,354.131392,0,330.1417556,0,0,0,0,0,0,0,0,0,79.2833,39.4742
1299.61,0.361329338,0.127660997,0.511009665,0,0.00E+00,12.85215083,1.221233522,0.954124628,0.175763058,0.160993521,0,46.1232046,0,596.8991562,0.202143334,3.1167722,20.70594654,0.651984019,1.678125206,0.045875372,0.00E+00,796.9006225,0.367390266,0.047075661,0,190.190183,0,75.89983905,0,264.2543357,0,41.27220356,25.28259491,0,0,0,0,0,0,0,0,0,120.05,42.7584
3378.3226,0.82529388,0.00E+00,0.17470612,1.436772166,1,5.516921883,1.537569424,1,0.154663479,0.00E+00,19.12524465,40.2560311,677.4309996,677.4309996,0.326018426,0.909329411,16.30450314,0.166842481,1.127500356,0.00E+00,0.997050691,0.568860639,0.536838169,0.320437131,25.44800817,3.02513592,214.8044357,4.247290832,69.13750891,9.526405464,191.8161668,5.5972802,153.8287676,25.44800817,3.02513592,214.8044357,4.247290832,69.13750891,9.526405464,191.8161668,5.5972802,153.8287676,121.005,33.4171
66.7,0.457282343,0.00E+00,0.542717657,0,0.00E+00,3.500536471,0.8,1,0.140620384,0.00E+00,0,60.45813331,0,732.3950777,3.547249551,0.810293373,31.25,0.336318408,0.646964706,0.00E+00,0.00E+00,0.885127267,1.970457903,0.127436282,0,0,0,106.3601036,0,193.5556995,0,72.15025907,360.3290155,0,0,0,0,0,0,0,0,0,149.789,48.6889
67.8,0.51953125,0.149414063,0.331054688,0,0.00E+00,3.9656,0.8,0.423918328,0.044182466,1.160978593,0,62.86756976,0,584.4439834,15.56403045,1.346398482,31.25,0.07079646,0.68,0.576081672,0.00E+00,0,1.098687409,0.146017699,0,167.2738589,0,31.49377593,0,324.4294606,0,61.24688797,0,0,0,0,0,0,0,0,0,0,124.622,41.4819
64.2,0.600155581,0.150136134,0.249708285,0,0.00E+00,3.9656,0.8,0.504630821,0.055796244,1.102013765,0,62.39986936,0,576.7741935,7.159221492,1.311973109,31.25,0.035769829,0.68,0.495369179,0.00E+00,0,0.825829689,0.121495327,0,203.0730051,0,373.7011885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.406,57.0399
89.2,0.506997085,0.232944606,0.260058309,0,0.00E+00,2.473012546,0.8,0.346389039,0.036420002,2.093586592,0,62.39168994,0,432.2831858,9.258049343,1.311681416,31.25,0.133223684,0.424059041,0.653610961,0.00E+00,0,0.690455918,0.288116592,20.63716814,386.1548673,0,0,0,0,0,0,25.49115044,0,0,0,0,0,0,0,0,0,91.4227,30.4017
91,0.559271343,0.193311582,0.247417074,0,0.00E+00,2.700623797,0.8,0.402629557,0.025283873,1.772519084,0,57.63362092,0,655.5699374,11.21003311,1.252096475,31.25,0.097799511,0.463088608,0.597370443,0.00E+00,0.87261722,0.776914539,0.416483516,21.6868476,0,228.7265136,0,61.99164927,0,343.1649269,0,0,0,0,0,0,0,0,0,0,0,89.7883,26.9285
108.8,0.418224299,0.158099688,0.423676012,0,0.00E+00,1.602893438,0.8,0.19431625,0.046146061,2.060666667,0,62.1891276,0,474.3761468,22.8348778,1.36,31.25,0.044117647,0.274855643,0.80568375,0.00E+00,0,0.880900332,0.350183824,0,321.0733945,0,0,0,0,0,153.3027523,0,0,0,0,0,0,0,0,0,0,101.989,31.9131
1880.22,0.33886648,0.236730493,0.424403027,2.414,0.1283477,10.005566,2.811365953,0.28989131,0.154542862,0.933278127,7.023938388,13.9931017,847.4909153,847.3280543,0.478416407,0.969722342,9.68885312,0.62314954,2.69712,0.71010869,0.00E+00,107.2656109,0.503351716,0.057206072,0,0,20.06698169,0,290.2811947,14.23929899,24.80416571,0,497.9364133,0.00E+00,0.00E+00,0.00E+00,0.00E+00,326.2361156,26.62554688,46.38040662,0.00E+00,448.2488462,46.2301,32.5855
96.7,0.439325381,0.162895928,0.397778692,0,0.00E+00,2.820453476,0.8,0.5,0.029087231,1.121415929,0,61.00719027,0,616.2758621,5.290680509,1.247732497,31.25,0.00E+00,0.483636364,0.5,0.00E+00,0,1.222503161,0.193381593,65.79310345,0,0,0,0,0,209.9310345,0,340.5517241,0,0,0,0,0,0,0,0,0,136.431,42.3492
65.9,0,0,1,0,0.00E+00,0.00E+00,0,0.00E+00,0.181672696,0,0,0,0,0,7.874866993,0,0,0.09478022,0.00E+00,1,0.00E+00,0.00E+00,1.402426048,0.153262519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.7612,32.9532
133.3,0.576479832,0.074384494,0.349135673,1.775,0.786369719,8.617474819,1.733261688,0.8965303,0.050124259,0.103329346,12.71861727,17.41161318,715.5247992,721.3081967,0.471340088,5.346598599,15.95475231,0.545361528,1.477678756,0.1034697,0.00E+00,0,0.637067482,0.144786197,0,55.91967213,0,55.42622951,0,40.73155738,0,74.41885246,494.8118852,0.00E+00,64.45158243,0.00E+00,25.74870099,0.00E+00,37.42560227,0.00E+00,84.45772319,503.4411904,135.225,58.0467
10.3,0,0,1,0,0.00E+00,0.00E+00,0,0.00E+00,0.08,0,0,0,0,0,17.30502793,0,0,0.00E+00,0.00E+00,1,0.00E+00,0.00E+00,1.150837989,0.252427184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.756,54.358
167.39,0.644250955,0.178893562,0.176855482,2.293,0.086237396,10.32722943,2.00608158,0.943370777,0.066839413,0.755929393,7.474539493,17.76322717,614,778.6236954,1.059321507,1.805647534,11.26427063,0.467702532,1.719780748,0.056629223,0.086237396,20.2746806,0.370135326,0.301869885,29.46865013,0,0,0,99.62506776,0,9.148213859,0,640.3817637,0.00E+00,0.00E+00,0.00E+00,0.00E+00,614,0.00E+00,0.00E+00,0.00E+00,0.00E+00,50.2335,22.6608
0,0.885032538,0.114967462,0.00E+00,1.775,0.686973727,0,1.711284993,0.802098192,0.087444899,0.50966168,12.78711618,18.4529769,0,0,2.436719609,0.464,15.97228753,0,0,0.197901808,0.00E+00,2.182008236,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.4414,54.3524
102.9,0.732469041,0.074751297,0.192779662,2.834,0.635755763,7.136281236,2.097184344,0.701918001,0.05504663,0.439847653,5.006676573,23.16002164,680.8207547,680.8207547,30.50979285,1.266646669,13.08972589,0.133254717,1.294664722,0.298081999,0.635755763,30.06623913,0.905331691,0.597278912,21.32075472,14.74056604,443.2783019,20.69575472,57.9245283,0,0,0,122.8608491,21.32075472,14.74056604,443.2783019,20.69575472,57.9245283,0.00E+00,0.00E+00,0.00E+00,122.8608491,359.258,75.4601
645.4,0.366393585,0.071117309,0.562489106,0,0.00E+00,2.820834682,1.106140817,0.981842192,0.185201937,0.154748346,0,41.42802085,0,787.655016,0.686847746,1.870914562,23.16164559,0.554035379,0.739116602,0.018157808,0.00E+00,0.58853065,0.710245406,0.033002789,16.20817636,0,105.4469094,0,45.61950607,0,107.7937073,0,512.5867169,0,0,0,0,0,0,0,0,0,142.215,48.2793
638.2,0.308693541,0.071393881,0.619912579,0,0.00E+00,3.009397784,1.132868579,0.96438827,0.187848068,0.146755792,0,39.22424323,0,788.0281047,0.308842833,1.901210326,22.1566969,0.556836331,0.761364171,0.03561173,0.00E+00,0.400367647,0.694178559,0.035098715,17.16884229,0,100.0530708,0,40.64426849,0,110.2667808,0,519.8951423,0,0,0,0,0,0,0,0,0,148.16,50.6656
124.6,0.761002876,0.095102262,0.143894862,2.834,0.719032942,7.136281236,2.064435999,0.814422398,3.115112974,0.379838162,7.496455571,32.58791999,708.3137564,708.3137564,6.23601271,0.922672139,13.54819498,0.017737485,1.294664722,0.185577602,0.719032942,309.6677173,0.400051371,0.628089888,3.117855735,6.897910918,663.7887268,9.684666929,8.470634608,0,0,0,16.35396137,3.117855735,6.897910918,663.7887268,9.684666929,8.470634608,0.00E+00,0.00E+00,0.00E+00,16.35396137,180.175,67.5642
581.56,0.264266109,0.00684322,0.728890671,0,0.00E+00,4.293521208,1.607458333,0.25497357,0.19074996,0.033082256,0,36.85413493,0,595.4560253,2.660278791,0.511439425,15.55250266,0.318793047,1.15737,0.74502643,0.00E+00,14.5940282,1.863078648,0.027495013,0,103.5734795,0,121.8088402,0,0,0,149.8250057,220.2487,0,0,0,0,0,0,0,0,0,57.8872,36.5533
35.07,0.600397347,0.103491861,0.296110791,0,0.00E+00,5.066851532,1.067,0.913302034,0.073064163,0.614026943,0,35.66130195,0,677.1139896,21.1746898,0.510712209,23.43017807,0.00E+00,0.868836757,0.086697966,0.913302034,0,1.097652582,0.284984317,31.18134715,0,380.0518135,0,0,0,265.880829,0,0,0,0,0,0,0,0,0,0,0,225.715,73.9484
132.8,0.047091413,0.339796861,0.613111727,0,0.00E+00,0.987568302,0.8,0.078883091,0.159003775,6.79129627,0,59.375,0,710.7620818,4.452358603,0.419717647,31.25,0.578546493,0.133433962,0.921116909,0.00E+00,0.370592761,0.737204397,0.039156627,0,0,0,0,462.1078067,0,0,0,248.6542751,0,0,0,0,0,0,0,0,0,95.3264,30.9518
38.4,0.659459459,0.192277992,0.148262548,2.485,0.514965634,0.31648,3.885191779,0.54297539,0.08,3.50851965,6.574659223,5.616538551,0,226,2.683585104,2.090774081,7.462128524,0.00E+00,0.10992,0.45702461,0.00E+00,0,0.283792772,0.299479167,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.5089,64.5651
68.7,0.893389199,0.00E+00,0.106610801,2.485,1,8.016834,4.053,1,0.104570569,0,6.458272453,2.427816961,700.5449275,700.5449275,1.558496714,2.427559437,6.168270417,0.004347826,2.784411,0.00E+00,0.00E+00,0,0.382644536,0.294032023,2.292753623,0,418.1855072,0,66.73913043,0,209.3188406,0,4.008695652,2.292753623,0.00E+00,418.1855072,0.00E+00,66.73913043,0.00E+00,209.3188406,0.00E+00,4.008695652,60.4723,60.7993
66.96,0.817258883,0.00E+00,0.182741117,0,0.00E+00,3.655605421,0.8,0.875271936,0.088905004,0.00E+00,0,61.9637679,0,780.9651789,2.613919505,0.956751014,25,0.525879771,0.590861049,0.124728064,0.00E+00,26.51741769,0.693670362,0.146057348,34.43969015,0,116.9015124,0,0,0,110.7476208,0,518.8763556,0,0,0,0,0,0,0,0,0,89.2343,30.1405
492.0516,0.712192194,0.073613805,0.214194001,2.45,0.824378471,8.925169414,1.864,0.824378471,0.103418989,0.272476314,6.582717069,11.37222757,661.8788263,661.8788263,2.041833268,4.523770637,13.41201717,0.396436108,1.205912256,0.175621529,0.00E+00,106.2255675,0.761230217,0.1635109,57.4278509,0,81.02529861,0,119.5146484,0,0,0,403.9110284,57.4278509,0.00E+00,81.02529861,0.00E+00,119.5146484,0.00E+00,0.00E+00,0.00E+00,403.9110284,84.7611,34.5047
1684.26,0.604390822,0.009795051,0.385814128,3.259,0.181493821,10.87590034,2.14656688,0.991964442,0.20451394,0.008178918,3.695046852,23.23572317,655.795389,839.30222,0.711369772,0.702557546,13.31687337,0.566548026,2.931729033,0.008035558,0.00E+00,1125.272143,0.642028864,0.073040979,9.016483502,0,85.3610863,0,20.52323664,0,163.5928702,0,560.8085434,30.91221996,0.00E+00,172.9008304,0.00E+00,99.43814756,0.00E+00,59.77080354,0.00E+00,292.7733875,89.0239,54.2865
134,0.654309522,0.00E+00,0.345690478,0,0.00E+00,2.492508124,0.8,1,0.103112181,0.00E+00,0,49.47312969,0,854.5835922,0.676778846,0.4323361,31.25,0.625059459,0.593819793,0.00E+00,0.00E+00,152.5249282,0.581067603,0.035597015,0,0,112.4933546,0,41.66204986,0,108.4968802,0,591.9313075,0,0,0,0,0,0,0,0,0,75.5683,26.2484
157.6,0.869385039,0.082942618,0.047672343,1.747946178,0.791311823,10.59199564,2.754130706,0.892585273,5.081586275,0.293385739,17.13349062,11.76991908,232,232,0.302394584,1.731632956,10.9923397,0.00E+00,2.293423558,0.107414727,0.60970552,11.03612233,0.139663072,0.620558376,232,0,0,0,0,0,0,0,0,232,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,106.325,61.2833
0,0.893446002,0.106553998,0.00E+00,1.512942409,0.7219119,0,2.735845331,0.806405996,3.219405006,0.627116914,26.47638488,11.28551354,866,866,2.193725208,1.138363378,10.95377342,0.997167139,0,0.193594004,0.55773174,7.54072842,0.00E+00,0,0,0,0,0,0,0,0,0,866,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,866,192.186,100.588
170.7,0.76376989,0.027294982,0.208935129,0,0.00E+00,5.449160179,1.555592634,0.991073362,0.119987645,0.150889404,0,33.92779601,0,850.8146458,1.087328374,1.826559548,16.1420606,0.678712592,1.125926018,0.008926638,0.00E+00,3.414921489,0.41072159,0.154657293,0.098218166,0,132.5580183,0,0.266840504,0,112.6412429,0,605.2503259,0,0,0,0,0,0,0,0,0,97.7431,48.4317
1015.2,0.321724439,0.124972749,0.553302812,2.002,0.007398876,2.583150749,1.993941257,0.177904779,0.192246454,1.5667572,9.481028462,23.25749199,687.8285714,792.2096475,0.910262871,1.010466259,12.66332735,0.589566969,0.376759187,0.822095221,0.00E+00,0.173848248,0.635477046,0.02393617,4.05318491,0,313.72047,0,53.91960421,0,0,0,420.5163884,0.00E+00,0.00E+00,518.247619,0.00E+00,169.5809524,0.00E+00,0.00E+00,0.00E+00,0.00E+00,56.0001,30.2801
0,0.898388137,0.101611863,0.00E+00,4.168,0.833449391,0,3.945676028,0.876722208,0.072814723,0.161076062,2.33706404,5.216574019,0,0,0.729354098,2.287966597,7.326326147,0,0,0.123277792,0.00E+00,1005.939881,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.567,75.905
0,0.894144574,0.105855426,0.00E+00,2.812,0.819598008,0,3.952670443,0.891695221,0.077434738,0.480616092,5.134467401,6.886306008,0,0,0.846821062,0,7.958994952,0,0,0.108304779,0.00E+00,0.283050196,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.1702,65.0754
0,0.925110348,0.074889652,0.00E+00,3.536,0.885798946,0,5.414800416,0.899849416,0.046429456,0.59745385,3.175442593,2.224770711,866,866,0.16603393,2.341477696,4.972209732,1,0,0.100150584,0.00E+00,587.575769,0.00E+00,0,0,0,0,0,0,0,0,0,866,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,866,35.8457,50.216
0.93,0.870719414,0.129137715,0.000142872,2.215776778,0.876398415,0,2.901074876,0.879296225,0.071783932,0.512661871,8.26274992,4.976995107,647.5714286,647.5714286,0.424505163,1.663594731,8.671638893,0.00E+00,0,0.120703775,0.00E+00,1623.002967,0.000344624,0.00E+00,0,0,0,0,542.5714286,0,105,0,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,542.5714286,0.00E+00,105,0.00E+00,0.00E+00,50.8773,66.0441
162.9,0.857049738,0.096783336,0.046166926,2.144,0.761611582,10.06349026,3.377167999,0.779588818,0.861384624,0.590083666,9.821875351,5.100824955,769.7389721,778.9989027,0.490546599,1.782741661,7.824607339,0.729850746,2.178989343,0.220411182,0.00E+00,837.6542105,0.111561588,0.336402701,0,0,0,0,0,353.600951,0,0,425.3979517,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,391.2363416,0.00E+00,0.00E+00,378.5026305,56.2168,57.0813
0,0.705860806,0.294139194,0.00E+00,0,0.00E+00,0,0.8,0.106491845,0.287815798,0.810234234,0,86.11064189,0,929,3.012455867,2.24,31.25,1,0,0.893508155,0.00E+00,3.112420467,0.00E+00,0,0,0,0,0,0,0,0,0,929,0,0,0,0,0,0,0,0,0,20.8403,5.34079
1573.36,0.652819657,0.134340069,0.212840274,0,0.00E+00,6.103306006,1.639811866,0.904599407,0.107903801,0.356561775,0,32.7463836,0,849.0573361,0.733257551,2.308726503,16.48596543,0.667085624,1.150965122,0.095400593,0.00E+00,1156.383035,0.343288532,0.08938196,0,29.16753127,0.646924048,56.36640651,0.921219844,49.75098325,0,44.93804967,667.2662215,0,0,0,0,0,0,0,0,0,107.163,42.3707
0,0.894249457,0.105750543,0.00E+00,2.4,0.86693162,0,3.495943598,0.875310548,0.070883784,0.472318262,7.027130927,3.80016866,866,866,0.15205637,1.5849,7.329432871,1,0,0.124689452,0.00E+00,2805.577331,0.00E+00,0,0,0,0,0,0,0,0,0,866,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,866,84.9443,68.8363
455.4,0.333098194,0.024407449,0.642494357,0,0.00E+00,0.692630464,0.8,0.198053104,0.183188635,0.235044955,0,62.16964286,0,649.3579336,0.490193316,0.860547231,31.25,0.494705493,0.163072848,0.801946896,0.00E+00,0,0.901032804,0.076416337,63.35055351,0,197.0066421,0,14.64206642,0,13.42583026,0,360.9328413,0,0,0,0,0,0,0,0,0,53.5756,32.6857
455.4,0.307792584,0.032589803,0.659617613,0,0.00E+00,1.494494458,0.861703147,0.36603667,0.181610021,0.183793244,0,50.12708369,0,836.5195402,0.680734021,0.644872814,29.18330833,0.494649752,0.327232331,0.63396333,0.00E+00,0,0.918571112,0.044576197,0,0,122.7328736,0,9.12183908,0,128.5986207,0,576.0662069,0,0,0,0,0,0,0,0,0,64.4289,37.9184
404.8,0.414956618,0.027544415,0.557498967,0,0.00E+00,6.517619929,1.686166128,0.992534661,0.182488052,0.085650784,0,28.9168139,0,811.2406258,0.442492827,1.403942357,16.64254498,0.524220847,1.243197765,0.007465339,0.00E+00,0,0.799462812,0.044713439,1.0013488,0,66.16455355,0,120.1699487,0,72.89641219,0,551.0083626,0,0,0,0,0,0,0,0,0,96.5112,54.2171
455.4,0.572795497,0.00E+00,0.427204503,4.828,0.083638313,9.539750131,1.941654495,1,0.171332672,0.00E+00,1.686001775,24.3409089,747.3513514,732.1444415,0.673795328,1.501428726,13.62658676,0.494649752,1.654433756,0.00E+00,0.00E+00,0,0.841743374,0.098155468,46.40612622,0,68.94533932,0,2.619487721,0,75.75996831,0,538.4135199,54.08108108,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,693.2702703,95.6865,55.0146
448.1,0.415432873,0.022333752,0.562233375,0,0.00E+00,6.652586,1.465186869,0.994780436,0.182194232,0.054220493,0,35.33612869,0,808.494944,0.640771594,1.209608618,18.76619868,0.489412298,1.156530533,0.005219564,0.00E+00,0,0.903045082,0.088373131,1.014484832,0,71.45121618,0,120.0519268,0,78.6173818,0,537.3599344,0,0,0,0,0,0,0,0,0,110.128,55.6923
0,0.612987814,0.387012186,0.00E+00,2.052,0.411707295,0,2.306826935,0.468859231,0.040551546,2.28258477,9.642093104,12.86940574,0,0,0.511244509,0.464,12.53444288,1,0,0.531140769,0.00E+00,68.84185891,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.7409,34.5479
0,0.542379548,0.457620452,0.00E+00,2.286,0.428710419,0,3.172356801,0.498761719,0.045472021,2.892692558,6.931174964,10.79582077,0,866,0.642075198,0.36,9.806719921,1,0,0.501238281,0.00E+00,1.248315054,0.00E+00,0,0,0,0,0,0,0,0,0,866,0,0,0,0,0,0,0,0,0,50.1186,40.2682
132.6,0.717944426,0.06009374,0.221961835,3.145,0.747593509,26.44777788,4.134594993,0.90910341,4.221441832,0.806639994,5.121859797,12.69075125,638.3049908,597.7816,6.4421007,2.466399196,9.786335008,0.00E+00,3.573455921,0.09089659,0.00E+00,91.5705854,0.911716172,0.573152338,63.2896,0,0,0,0,0,534.492,0,0,44.59889094,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,593.7060998,0.00E+00,0.00E+00,214.871,173.824
0,0.901454545,0.098545455,0.00E+00,3.145,0.883829539,0,4.652695325,0.930239346,0.070706363,0.682384688,4.104731309,4.598749577,0,0,5.07625157,2.697936364,6.451497652,0,0,0.069760654,0.00E+00,0.265649737,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.543,65.5855
474.75,0.405921833,0.173714782,0.420363385,0,0.00E+00,3.908228164,1.240137217,0.806567547,0.045088887,0.245513644,0,57.51521216,0,708.910942,3.298304469,1.716907774,21.46364611,0.363614429,0.775873984,0.193432453,0.00E+00,212.0680849,1.015616643,0.072037915,0,83.60269685,0,0,90.4786338,191.0645236,0,0,343.7650877,0,0,0,0,0,0,0,0,0,148.328,50.1433
0,0.919018123,0.080981877,0.00E+00,1.86,0.913669247,0,2.938228063,0.924254347,0.077688539,0.354628129,11.70846372,5.240996419,0,0,0.403017954,0,8.69865779,0,0,0.075745653,0.00E+00,0.231536032,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.1652,68.7024
0,1,0.00E+00,0.00E+00,2.663,1,0,2.563,1,0.04,0,5.725108224,6.180574151,0,0,0.190063169,0,1.950838861,0,0,0.00E+00,0.00E+00,599.3064,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.8029,76.4405
554.6,0.376087277,0.351368618,0.272544105,1.839,0.314097393,7.709777222,3.084918702,0.360159497,0.050922365,2.319804034,11.64938126,10.56134153,826.1260078,822.2175287,0.400575091,5.251065509,10.37172239,0.433557696,1.113857744,0.639840503,0.00E+00,49.32920696,0.283152768,0.214208439,4.008005899,0,68.74749816,0,52.74444327,0,3.406720742,0,693.3108606,2.473862159,0.00E+00,61.98829649,0.00E+00,56.55019506,0.00E+00,4.205461638,0.00E+00,700.9081925,39.5099,23.0754
140.7,0.416491597,0.214023109,0.369485294,2.379,0.530857302,12.12399437,3.054887121,0.603630271,0.026361352,2.089358105,6.947165724,10.21374522,706.3480176,669.481241,1.42770072,2.015246321,10.30314432,0.44877544,1.763718519,0.396369729,0.00E+00,0.279202569,0.785814018,0.137171286,47.53823954,0,181.1832612,0,81.29437229,0,16.43939394,0,343.025974,31.68281938,0.00E+00,176.8722467,0.00E+00,99.2722467,0.00E+00,20.07488987,0.00E+00,378.445815,52.849,38.9235
646.8,0.714083318,0.027054826,0.258861856,1.837,1,3.627925333,1.845333333,1,0.2,0.00E+00,11.64593167,27.73042359,785.3735144,785.3735144,0.053070222,0.514640417,5.419075145,0.711124907,1.182858667,0.00E+00,1,1226.0171,0.406222719,0.566060606,32.78419673,0,30.57109552,0,36.08812745,0,30.27293069,0,655.657164,32.78419673,0.00E+00,30.57109552,0.00E+00,36.08812745,0.00E+00,30.27293069,0.00E+00,655.657164,54.9979,44.0245
768.8,0.685223099,0.025441079,0.289335822,1.837,1,3.627925333,1.845333333,1,0.2,0.00E+00,11.64593167,27.73042359,801.3841053,801.3841053,0.05028804,0.519259946,5.419075145,0.686091331,1.182858667,0.00E+00,1,1293.8464,0.457531899,0.519209157,19.0092768,0,30.87215,0,88.44776899,0,30.47870255,0,632.576207,19.0092768,0.00E+00,30.87215,0.00E+00,88.44776899,0.00E+00,30.47870255,0.00E+00,632.576207,55.0884,45.4164
180.96,0.722857799,0.00E+00,0.277142201,1.998,1,3.717678694,1.890986111,1,0.2,0.00E+00,9.844679514,26.40763319,807.1574905,807.1574905,0.251776998,0.537156874,7.932369208,0.00E+00,1.212122097,0.00E+00,1,269.7387,0.516571037,0.640694076,12.60873002,0,0,0,103.6681913,0,82.93014851,0,607.9504207,12.60873002,0.00E+00,0.00E+00,0.00E+00,103.6681913,0.00E+00,82.93014851,0.00E+00,607.9504207,63.7133,42.4647
491.815,0.706079042,0.00E+00,0.293920958,1.998,1,3.717678694,1.890986111,1,0.2,0.00E+00,9.844679514,26.40763319,778.0647217,778.0647217,0.08254452,0.534113223,5.288246138,0.675477811,1.212122097,0.00E+00,1,788.2413,0.48043353,0.695462725,31.79349458,0,29.87914128,0,48.68714257,0,44.91440147,0,622.7905418,31.79349458,0.00E+00,29.87914128,0.00E+00,48.68714257,0.00E+00,44.91440147,0.00E+00,622.7905418,56.0593,47.8128
0,1,0.00E+00,0.00E+00,2.663,1,0,2.563,1,5.69,0,7.191638409,7.763775411,0,0,0.071431807,0,1.950838861,0,0,0.00E+00,0.00E+00,664.422,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.636,120.699
