areaOfVerticalExternalSurface,areaRatioOfAdiabaticInternalPartitions,areaRatioOfDiabaticInternalPartitions,areaRatioOfVerticalExternalSurface,coolElectricEquivalentEfficiency,cooledAreaRatio,glazingConduction,heatElectricEquivalentEfficiency,heatedAreaRatio,hotWaterDemand,internalConduction,internalGainsCool,internalGainsHeat,irrVerticalCool,irrVerticalHeat,lpd,opaqueConduction,q50,roofWallRatio,solTrans,unconditionedAreaRatio,ventilatedAreaRatio,ventilationEnergyConsumption,wallToFloorRatio,windowToWallRatio,irr_north,irr_north_east,irr_east,irr_south_east,irr_south,irr_south_west,irr_west,irr_north_west,irr_horizontal,cool_irr_north,cool_irr_north_east,cool_irr_east,cool_irr_south_east,cool_irr_south,cool_irr_south_west,cool_irr_west,cool_irr_north_west,cool_irr_horizontal,BER,SER
95.368,0.418572892,0.00E+00,0.581427108,2.3,0.680381549,18.646181,2.791476794,1,0.113721526,0,7.674858223,20.96600204,677.8290384,702.9614017,1.595482156,1.242107046,14.55194532,0.424134795,3.16795,0.00E+00,0.00E+00,7.970103502,1.357744875,0.111100159,38.28708965,0,84.86082211,0,104.0189073,0,84.74230141,0,391.0522812,61.82181948,0.00E+00,93.23887469,0.00E+00,0.00E+00,0.00E+00,93.10865279,0.00E+00,429.6596915,133.062,99.1438
244.7371,0.590140788,0.00E+00,0.409859212,2.3,1,20.04057,3.41,1,0.109717439,0,7.530918292,3.426059095,578.9146006,578.9146006,12.3221579,0.857897203,7.331378299,0.357042613,2.8985,0.00E+00,0.00E+00,0,1.800861663,0.07834652,52.12762756,0,0,0,141.6210767,0,385.1658964,0,0,52.12762756,0.00E+00,0.00E+00,0.00E+00,141.6210767,0.00E+00,385.1658964,0.00E+00,0.00E+00,105.157,92.3311
229.62,0.612011851,0.00E+00,0.387988149,2.3,1,7.31445,3.41,1,3.239530263,0,8.64632488,3.933493745,636.8649842,636.8649842,1.082465894,0.906449051,7.331378299,0.577278022,2.4552,0.00E+00,0.00E+00,332.8700841,0.732253332,0.254621113,43.96622074,0,155.7101547,0,119.448051,0,155.4926824,0,162.2478753,43.96622074,0.00E+00,155.7101547,0.00E+00,119.448051,0.00E+00,155.4926824,0.00E+00,162.2478753,147.644,135.265
506.2378,0.73195923,0.00E+00,0.26804077,2.796833333,1,20.26381437,3.447986111,1,0.082710452,0.00E+00,12.41638361,8.16953392,764.900653,764.900653,0.26519981,0.850467801,7.232144615,0.540629936,2.930788194,0.00E+00,0.00E+00,0.055740845,0.422689077,0.350675513,23.96445601,0,119.8614737,0,62.76691995,0,59.84700226,0,498.4608011,23.96445601,0.00E+00,119.8614737,0.00E+00,62.76691995,0.00E+00,59.84700226,0.00E+00,498.4608011,59.7646,83.4112
314.5506,0.880718604,0.00E+00,0.119281396,2.3,0.409890191,4.7016,1.869813397,1,0.075221698,0,7.657930147,38.50821818,705.006027,725.3715774,0.59464405,0.408577752,8.550348141,0.737301156,0.68,0.00E+00,0.00E+00,0.013481621,0.192319817,0.123964475,9.127758411,0,291.2994262,0,0,0,292.5923219,0,132.3520708,19.92809107,0.00E+00,540.9015282,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,144.1764077,62.2833,76.1433
335.8964,0.458361693,0.00E+00,0.541638307,2.3,1,20.04057,3.41,1,0.082986363,0,7.64874795,3.47966363,536.1791743,536.1791743,8.000995092,0.849814959,7.331378299,0.422400011,2.8985,0.00E+00,0.00E+00,0,1.367377977,0.104671559,68.64781522,0,281.0280027,0,186.5033564,0,0,0,0,68.64781522,0.00E+00,281.0280027,0.00E+00,186.5033564,0.00E+00,0.00E+00,0.00E+00,0.00E+00,100.413,95.2326
221.2899,0.927125278,0.00E+00,0.072874722,2.3,0.903187525,0.222485594,3.15731944,1,0.071326915,0,6.889088831,7.960799494,889.00214,755.9059685,0.884336278,0.7062989,3.388335922,0.794358822,0.032178451,0.00E+00,0.00E+00,0.041914023,0.122715219,0.188678742,4.476019786,0,189.2484368,0,195.0863443,0,0,0,367.0951677,4.945077305,0.00E+00,38.13690831,0.00E+00,13.54871075,0.00E+00,0.00E+00,0.00E+00,832.3714436,77.6934,80.1273
1329.27,0.487718438,0.059737925,0.452543637,2.279,0.034067256,5.35459726,2.028232211,0.972509405,0.148336853,0.061842292,9.351251329,24.09514423,675.8735827,752.2504834,1.032682461,0.92740359,7.480077324,0.624363115,1.407792826,0.027490595,0.00E+00,2729.082624,0.507674681,0.002964033,24.77923611,0,67.56344153,0,84.68456321,0,12.76584307,0,562.4573995,69.57307383,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,606.3005089,62.6696,78.8707
287.3041,0.781948492,0.00E+00,0.218051508,0,0.00E+00,10.64732825,1.812845451,1,0.062792838,0.00E+00,0,29.45193014,0,746.2230269,0.750743202,0.422315051,5.516401789,0.730437313,1.539940278,0.00E+00,0.00E+00,0.031014092,0.325461167,0.135720653,0,0,304.7367284,0,0,0,304.3113303,0,137.1749681,0,0,0,0,0,0,0,0,0,50.2886,75.1883
1935.6496,0.378001229,0.184456311,0.43754246,0.636602238,0.727340388,5.595066654,1.111409185,0.759586565,1.120101324,0.714417039,140.4437068,36.13542057,840.976739,837.7104926,0.32831417,0.45180261,22.80488584,0.77444004,0.755969902,0.240413435,0.686975221,1.506043511,0.279735128,0.086204342,16.8379709,0,3.336860487,0,14.9045522,0,81.43559817,0,721.1955109,15.59500821,0.00E+00,3.459670615,0.00E+00,15.45310075,0.00E+00,84.43276161,0.00E+00,722.0361978,127.165,72.9911
986.9204,0.593049373,0.066849927,0.3401007,0,0.00E+00,10.77441837,1.751282143,0.973690323,0.078828129,0.22271298,0,31.30192786,0,736.1427815,5.134146928,0.745930045,15.03484063,0.449604617,1.558321528,0.026309677,0.00E+00,0.546539458,1.273445677,0.079097159,0,80.32202052,0,74.47665909,0,115.5653561,0,65.31030105,400.4684448,0,0,0,0,0,0,0,0,0,159.196,87.4694
281.2,0.865541397,0.00E+00,0.134458603,2.848,0.971266084,4.648027042,1.822298022,1,0.144698063,0.00E+00,4.855185448,28.60225784,456.25,456.25,0.404132377,2.22305,5.602057833,0.00E+00,1.33383,0.00E+00,0.971266084,435.879261,0.419739081,1,38.06315789,29.60526316,0,0,0,181.8421053,0,206.7394737,0,38.06315789,29.60526316,0.00E+00,0.00E+00,0.00E+00,181.8421053,0.00E+00,206.7394737,0.00E+00,60.5844,30.3945
114.9,0.823523233,0.075895515,0.100581253,2.471,0.811207773,22.561803,3.458816409,0.927202199,3.477900802,0.115023985,9.719295519,10.95081541,646.9283154,562.0626703,0.287984527,0.877200979,5.76411626,0.00E+00,3.26315,0.072797801,0.00E+00,840.9024369,0.216359733,0.485030461,0,138.1171662,0,0,0,423.9455041,0,0,0,0.00E+00,89.26523297,0.00E+00,0.00E+00,0.00E+00,557.6630824,0.00E+00,0.00E+00,0.00E+00,67.4419,52.1647
4355.1176,0.230617925,0.188175713,0.581206362,1.42,0.110821064,0.825216825,0.874057842,0.19752642,0.200707287,1.29772505,18.84546717,50.57340256,813.4776253,812.0581945,0.114174445,0.575971591,40.27357231,0.686112133,0.111498061,0.80247358,0.00E+00,0.908124448,0.398901388,0.044681411,0,76.79071668,0,120.4821408,0,58.47396545,0,19.49628114,536.8150904,0.00E+00,67.20958245,0.00E+00,205.4527508,0.00E+00,0.00E+00,0.00E+00,22.21663947,518.5986526,55.4015,31.258
30.15,0.5,0.00E+00,0.5,2.151,1,6.81681,3.178,1,0.2,0,8.493989692,3.891210854,553.4553377,553.4553377,18.66786141,0.74990988,4.719949654,0.270152505,2.28816,0.00E+00,0.00E+00,0,2.701612903,0.767004975,70.23965142,0,249.8039216,0,0,0,0,0,233.4117647,70.23965142,0.00E+00,249.8039216,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,233.4117647,167.065,60.9409
220.4976,0.417369529,0.059757555,0.522872916,1.775,0.920406568,3.99828,1.794553597,0.984675528,3.692068804,1.11913292,15.07650855,16.5216431,670.0492391,663.0704194,10.18047954,0.397989115,8.745772563,0.367105851,1.34208,0.015324472,0.00E+00,16.98073032,1.723984363,0.306321701,32.43697113,0,56.97289569,115.2578923,8.57598423,0,135.740921,0,314.085755,31.83689557,0.00E+00,14.78548659,129.8959244,9.665155043,0.00E+00,152.9803475,0.00E+00,330.8854301,324.984,164.455
347.1716,0.00E+00,0.055351618,0.944648382,0,0.00E+00,0.00E+00,0.8,0.016822297,0.108149547,10.06864407,0,59.375,0,696,1.245106037,0.199105053,18.75,0.449110515,0.00E+00,0.983177703,0.00E+00,0.142922233,1.237335519,0.063790932,0,0,0,0,0,696,0,0,0,0,0,0,0,0,0,0,0,0,28.7549,14.699
509.193,0.815300719,0.008340116,0.176359165,2.279,0.928877129,10.00035,3.365877229,0.995531694,0.074790234,0.006079486,7.711808463,6.940833137,824.4399057,820.0681271,1.069209631,1.570503117,5.197831536,0.692249253,2.556,0.004468306,0.00E+00,1477.5711,0.355504744,0.146133195,0,0,15.9501203,83.11954188,14.37365492,6.879280557,0,64.71009511,635.0354343,0.00E+00,0.00E+00,16.75605325,87.31943353,15.0999317,0.00E+00,0.00E+00,56.76275402,648.5017332,83.3025,72.1073
257.9941,0.503481174,0.22423678,0.272282046,1.995,0.103659343,2.166293435,1.328370632,0.429845276,0.179597605,0.981906175,9.547678721,47.3886313,762.7557353,763.7564317,1.76283046,0.449090004,15.43774679,0.604539651,0.727147447,0.570154724,0.00E+00,0.092658871,0.487397465,0.090138495,0,0,0,143.460437,0,206.0215096,0,0,414.2744851,0.00E+00,0.00E+00,0.00E+00,144.892573,0.00E+00,208.0781199,0.00E+00,0.00E+00,409.7850424,71.6041,40.5673
608.4481,0.787102474,0.00E+00,0.212897526,0,0.00E+00,3.645825028,1.41170891,1,0.102447439,0.00E+00,0,42.3335247,0,709.5340984,1.578263222,0.394359265,11.40622918,0.547369195,1.058075087,0.00E+00,0.00E+00,0.134174699,0.835000412,0.076441031,0,69.88961083,0,89.83887682,0,0,0,65.67324687,484.1323638,0,0,0,0,0,0,0,0,0,83.7387,81.6618
11.89,0.87676841,0.00E+00,0.12323159,0,0,0,0.8,1,0.04,0,0,63.4375,0,715,10.73923445,0.778140845,31.25,0.00E+00,0,0,0,0,0.625789474,0.00E+00,0,0,0,0,0,0,715,0,0,0,0,0,0,0,0,0,0,0,139.314,73.0753
224.26,0.566046215,0.108854484,0.325099301,2.797,0.750725402,8.357933351,3.410190938,0.906269234,0.162019256,0.269834307,5.116419031,13.43479069,683.120332,639.0510006,2.079587901,1.57897693,6.362989094,0.060848444,2.226173756,0.093730766,0.00E+00,148.3249191,0.985931592,0.180237225,0,77.49020874,0,47.31289004,0,368.4678287,0,100.8891758,44.89089735,0.00E+00,43.15975104,0.00E+00,65.16390041,0.00E+00,462.5643154,0.00E+00,112.2323651,0.00E+00,97.9781,63.7611
528.9859,0.788029273,0.00E+00,0.211970727,1.775,1,11.726424,1.864,1,0.12409416,0,12.78519753,11.5934406,719.8340502,719.8340502,1.123258081,0.975347274,13.41201717,0.606874996,1.5844,0.00E+00,0.00E+00,1002.665737,0.551475053,0.087256012,16.9294243,0,155.7578164,0,47.68868798,0,0,0,499.4581215,16.9294243,0.00E+00,155.7578164,0.00E+00,47.68868798,0.00E+00,0.00E+00,0.00E+00,499.4581215,99.0695,70.304
372.7794,0.924666995,0.017180878,0.058152127,1.673529983,0.76385629,14.21304822,2.295185167,0.980372951,0.138995084,0.111044585,14.50031796,20.00938512,738.6613035,735.0992787,1.843966259,2.089741941,13.62648597,0.411939987,2.311717402,0.019627049,0.00E+00,43.73728142,0.172235395,0.684702266,26.67868179,0,258.4002534,0,56.89703256,0,6.405417911,0,386.7178931,26.57338342,0.00E+00,248.218177,0.00E+00,58.36137179,0.00E+00,2.803415291,0.00E+00,402.704956,275.872,66.4215
749.471,0.615074805,0.115366314,0.269558881,1.846,0.395081801,10.64732825,2.10804522,0.933130899,0.071721788,0.166219191,11.91413838,20.79436074,730.3434731,675.1199303,0.822305495,1.515403809,12.72484073,0.546435157,1.539940278,0.066869101,0.00E+00,895.4907623,0.447988308,0.084272774,58.51555609,0,73.07473096,0,34.83758459,0,25.43853914,0,483.2535196,49.64087419,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,680.7025989,99.1895,94.4578
2155.6627,0.646405794,0.042699794,0.310894412,1.174760702,0.766282133,5.43716014,1.296630243,0.981060194,0.305045274,0.043023188,32.9372316,50.15617785,802.7089413,807.9773259,0.548582834,0.352484641,8.996859818,0.676148346,1.378842138,0.018939806,0.727508859,41.41806009,0.418789962,0.325468312,14.98642453,0,61.58566529,0,42.84135517,0,82.51687915,0,606.0470018,15.05002958,0.00E+00,69.5792383,0.00E+00,44.62030976,0.00E+00,54.69227027,0.00E+00,618.7670934,186.896,81.012
168.2582,0.582087561,0.124143682,0.293768757,0,0.00E+00,8.419604122,1.941444444,0.662920486,2.101479009,0.741309743,0,29.33942418,0,740.5726709,2.732616655,2.842219568,12.87701024,0.46403523,1.423937427,0.337079514,0.00E+00,64.21966568,0.645384527,0.113124947,10.5433805,0,127.6379417,0,161.2318808,0,135.8149636,0,305.3445044,0,0,0,0,0,0,0,0,0,162.02,80.6118
120.0481,0.803463659,0.044349211,0.15218713,0,0.00E+00,9.630621667,1.895791667,1,0.2,0.00E+00,0,26.27392387,0,546.5143688,2.031938696,3.033266667,13.18710301,0.00E+00,1.611422917,0.00E+00,0.00E+00,0,0.634034541,0.255071092,75.90745709,0,176.9994327,0,27.29926588,0,266.3082131,0,0,0,0,0,0,0,0,0,0,0,59.0351,32.2421
273.75,0.83010718,0.00E+00,0.16989282,1.775,0.678688981,6.398500653,1.83839414,1,0.063838719,0,12.88633208,24.15341374,855.7721519,823.5064483,1.043448485,0.726565463,10.39382398,0.726110316,1.656017079,0.00E+00,0.00E+00,765.2201066,0.317266237,0.162593607,0,0,0,89.25802159,0,0,0,77.8447008,656.4037259,0.00E+00,0.00E+00,0.00E+00,123.4177215,0.00E+00,0.00E+00,0.00E+00,0.00E+00,732.3544304,65.1325,65.3624
31.2902,0.831404111,0.00E+00,0.168595889,0,0.00E+00,0,0.8,1,0.312210564,0.00E+00,0,61.18725127,0,612.914919,19.70111145,0.89744775,31.25,0.00E+00,0,0.00E+00,0.00E+00,57.59705769,1.132062229,0.00E+00,1.408428198,6.746521275,0,33.24438962,568.9853948,0,0,2.53018517,0,0,0,0,0,0,0,0,0,0,389.193,150.889
46.62,0.785743732,0.00E+00,0.214256268,0,0.00E+00,0,0.8,1,0.114865575,0.00E+00,0,62.42577572,0,715,7.290920117,1.228608268,31.25,0.00E+00,0,0.00E+00,0.00E+00,0,0.942389327,0.00E+00,0,0,0,0,0,0,715,0,0,0,0,0,0,0,0,0,0,0,166.541,70.8191
27.0725,0.915996959,0.00E+00,0.084003041,0,0.00E+00,5.0328,0.8,1,0.092052414,0.00E+00,0,62.72405996,0,614,21.46710422,0.691082569,31.25,0.00E+00,0.68,0.00E+00,0.00E+00,0.410197977,0.38559322,0.687383877,0,0,0,0,614,0,0,0,0,0,0,0,0,0,0,0,0,0,209.739,77.3349
44.3141,0.650441424,0.00E+00,0.349558576,0,0.00E+00,5.0328,0.8,1,0.04,0,0,63.4375,0,705.5385351,9.197187704,0.965407501,31.25,0.00E+00,0.68,0.00E+00,0.00E+00,0,1.594032374,0.609286886,0,0,219.3607452,480.9403598,5.237430073,0,0,0,0,0,0,0,0,0,0,0,0,0,204.798,119.331
37.7683,0.537582736,0.00E+00,0.462417264,0,0.00E+00,5.0328,0.8,1,0.04,0.00E+00,0,63.4375,0,766.3887205,62.30852211,1.132391952,31.25,0.290343007,0.68,0.00E+00,0.00E+00,0,2.444550162,0.718684717,0,0,0,0,12.33064703,192.4420815,293.9197396,0,267.6962524,0,0,0,0,0,0,0,0,0,640.429,171.643
151.62,0.745316453,0.113047739,0.141635809,2.272,0.643058226,17.822403,2.327420601,0.855911837,3.155746018,1.72651269,9.120244129,22.20549416,384.9540411,373.6487745,4.576630074,2.456115737,14.40146707,0.00E+00,2.40805,0.144088163,0.00E+00,27.70172533,0.520530074,0.251235985,139.9983942,0,0,0,233.6503803,0,0,0,0,133.4133678,0.00E+00,0.00E+00,0.00E+00,251.5406733,0.00E+00,0.00E+00,0.00E+00,0.00E+00,216.719,113.258
2637.4381,0.470639672,0.165515289,0.363845039,1.096138366,0.723181119,8.695908129,1.509432524,0.853750615,0.38527106,0.171724696,38.2851237,45.2065093,864.5086154,829.1178207,0.485364299,0.583674273,15.06853146,0.687834728,1.340908919,0.146249385,0.670813923,85.54730352,0.409412295,0.051119911,0,37.87608431,0,46.45722901,0,71.33138771,0,17.71101819,655.7421014,0.00E+00,9.865619755,0.00E+00,40.56521445,0.00E+00,72.3068625,0.00E+00,9.662176967,732.1087417,170.504,76.6581
1815.3408,0.532775724,0.122891758,0.344332518,1.413819409,0.800885532,6.092815687,1.515012303,0.830117822,0.251724321,0.106189554,20.85772318,43.50156449,859.0445007,850.1690113,0.507439808,0.673501263,10.18750377,0.760194332,1.16572248,0.169882178,0.777972517,26.74692061,0.315328114,0.058348438,8.151045313,0,37.81830482,0,47.55548289,0,41.42432155,0,715.2198567,6.700459098,0.00E+00,31.93973454,0.00E+00,42.69757115,0.00E+00,40.45714041,0.00E+00,737.2495955,156.958,82.149
688.38,0.585934351,0.00E+00,0.414065649,249999.75,0.962641101,3.925046372,1.533345339,1,0.066030823,0.00E+00,6.40E-10,40.16488469,842.1302982,837.7105395,1.34486325,0.715104955,9.945943021,0.575647735,1.0612217,0.00E+00,0.00E+00,1021.277152,0.709633524,0.060315523,0,0,0,75.08414551,0,155.0480647,0,72.80158305,534.7767463,0.00E+00,0.00E+00,0.00E+00,75.07807819,0.00E+00,147.7324946,0.00E+00,66.39259628,552.9271291,84.4664,90.9325
1066.8613,0.817501307,0.059982072,0.122516622,1.775,0.375378274,6.916204679,1.549098828,0.942500076,0.131903928,0.14903944,12.88633208,35.36544219,877.4890491,845.8102429,0.342139295,0.760949269,16.8503869,0.739769381,1.059826817,0.057499924,0.00E+00,4.556968562,0.249306851,0.061731455,0,39.39716796,0,62.79371647,0,47.23995353,0,5.875494492,690.5039105,0.00E+00,29.51432476,0.00E+00,62.54456485,0.00E+00,0.00E+00,0.00E+00,0.00E+00,785.4301595,77.7051,67.8731
449.3209,0.644680834,0.079966378,0.275352788,1.995,0.501070946,7.718830074,2.244882889,0.927409122,1.664350885,0.925499226,12.35600091,25.09908984,839.086347,818.8185545,0.915310841,0.892502203,13.11638521,0.686186872,1.943794298,0.072590878,0.00E+00,14942.87344,0.456112414,0.191717545,14.14132156,0,54.9706063,0,59.30297058,0,48.59079718,0,641.8128588,4.960275459,0.00E+00,79.56448282,0.00E+00,82.80929649,0.00E+00,11.07658053,0.00E+00,660.6757117,300.676,111.504
1600.8959,0.72879399,0.028404077,0.242801933,1.747,0.005436763,7.671627301,1.510003516,0.973919016,0.14861681,0.05243967,12.45081518,42.01128898,500,799.1230268,0.278422734,1.149095559,16.99100417,0.612277507,1.043908788,0.026080984,0.00E+00,11.86795238,0.516233187,0.102619539,0,45.00433103,0,56.70037104,0,58.38102128,0,37.45846107,601.5788424,0.00E+00,500,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,72.2599,72.7233
225.6145,0.928017035,0.021504439,0.050478526,2.286,0.217869899,9.517081852,2.115503162,0.991972919,0.088232176,0.050314136,7.718350884,23.93900081,701.2654625,875.5857126,0.696814668,0.975071488,8.057789208,0.763822154,1.747141031,0.008027081,0.00E+00,1.358367839,0.140389593,0.122814358,0,1.520664195,0,96.61355034,0,40.19454083,0,1.11424706,736.1427101,0.00E+00,0.00E+00,0.00E+00,655.1231527,0.00E+00,46.1423098,0.00E+00,0.00E+00,0.00E+00,37.4317,28.6921
659.417,0.760266597,0.039825866,0.199907537,2.002270098,0.894143597,15.744624,2.878564506,0.945921415,0.084903378,0.123436771,10.06082941,7.485869385,704.1930347,693.3268912,3.651903925,1.317577007,5.755966775,0.17734034,2.54235,0.054078585,0.00E+00,8524.91772,0.695947272,0.027626676,0,0,0,147.0182074,0,339.3951087,0,54.40075858,152.5128165,0.00E+00,0.00E+00,0.00E+00,170.0075643,0.00E+00,345.4272203,0.00E+00,38.59562805,150.162622,112.42,72.3889
112.776,0.899915602,0.00E+00,0.100084398,1.775,0.864244545,9.71144,1.719556196,1,0.14434541,0,10.23880469,16.084478,859.9952372,836.0727179,61.15867152,0.43335197,8.006021769,0.583887254,1.5844,0.00E+00,0.00E+00,3.721096825,0.580362289,0.301729978,0,0,148.9683632,0,0,0,148.7603068,0,538.3440479,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,214.1710408,0.00E+00,645.8241964,404.151,77.1084
483.7808,0.528612299,0.147283986,0.324103715,2.009,0.397318539,15.12842346,2.273932187,0.655848359,1.941883033,0.650982895,12.12921001,27.24809226,785.7817483,762.4323136,14.24345933,0.751626983,10.20183158,0.383991104,2.468168894,0.344151641,0.00E+00,310.7431992,1.118309755,0.127121415,3.87012339,0,0,0,96.85459732,0,342.1777021,0,319.5298907,0.046497039,0.00E+00,0.00E+00,0.00E+00,96.68033008,0.00E+00,302.5017592,0.00E+00,386.5531621,307.076,110.433
205.2512,0.825115034,0.086316975,0.088567991,1.775,0.806946279,9.71144,1.773388502,0.882063882,0.137887225,0.246527626,12.84105329,16.3458566,789.4209925,792.6368305,2.833759522,0.46279263,5.972448348,0.71753569,1.5844,0.117936118,0.00E+00,0.768694171,0.253418444,0.301866201,40.18097962,0,0,0,11.20345794,0,0,0,741.2523929,43.05008004,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,746.3709124,76.8564,68.3117
210.749,0.761607517,0.156520531,0.081871953,2.049436011,0.700914841,17.18779,3.066823301,0.772938001,0.053046793,0.760246484,9.648298547,9.402626572,771.9917224,776.3498337,8.687464562,0.785543083,3.912916952,0.714696027,2.80415,0.227061999,0.00E+00,0.428062674,0.21711928,0.301250302,40.57857599,0,0,0,41.23073059,0,0,0,694.5405271,48.70958439,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,723.282138,211.122,59.5997
535.82,0.845578422,0.008774386,0.145647192,2.279,0.211686708,8.90926517,2.153956773,0.997410413,0.15967798,0.006984074,7.816950885,20.03622999,508.5702006,817.4591115,0.734960471,0.832907595,8.048097343,0.603137452,1.791893864,0.002589587,0.00E+00,760.5751724,0.321192648,0.070004852,4.107924697,25.191294,0,0,0,90.95123149,0,135.4536498,561.7550115,41.62750716,255.2750716,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,211.6676218,0.00E+00,84.2725,58.0452
419.3634,0.824409698,0.087871405,0.087718898,2.022139935,0.080360962,9.927148472,1.868708931,0.932796322,0.115776166,0.248441859,10.16525688,28.79382963,0,802.8960565,1.434248357,0.484891906,5.965562564,0.723375727,1.619592361,0.067203678,0.738369486,8.754753421,0.216125481,0.295048161,36.61828526,0,0,0,12.62405356,0,0,0,753.6537177,0,0,0,0,0,0,0,0,0,81.9457,67.1635
1449.0003,0.788418262,0.066255233,0.145326505,1.700317689,0.603535514,5.15808709,2.015405741,0.89801338,0.331240055,0.308321233,21.39876665,33.3377586,845.757222,820.4369654,1.199813902,0.484555666,7.047670406,0.611634997,0.841530523,0.10198662,0.321766596,25.69331566,0.400419017,0.120604461,10.13239357,0,102.8252735,0,71.39724116,0,17.13284603,0,618.9492111,2.845175633,0.00E+00,96.0127109,0.00E+00,73.73773554,0.00E+00,9.906078446,0.00E+00,663.2555215,95.6628,60.0919
404.6557,0.700999154,0.031831081,0.267169765,0,0.00E+00,9.454571994,1.935071449,0.914282781,2.592625319,0.175155797,0,31.61886987,0,734.5884547,1.400971181,2.343365033,12.17380134,0.507226078,1.625893869,0.085717219,0.00E+00,310.8284639,0.692334554,0.138838771,28.488021,1.363280372,92.22743711,1.81195819,72.99019826,0,117.5693469,0,420.1382129,0,0,0,0,0,0,0,0,0,117.753,78.5495
560.7804,0.583819983,0.323108285,0.093071732,1.776343785,0.39932303,8.742074831,1.686791948,0.61586412,0.344817211,2.532734057,12.79844586,26.71203837,578.0054563,674.6175308,0.546602566,0.918166756,15.04653239,0.214541259,1.494267462,0.38413588,0.00E+00,3534.282937,0.200439066,0.19960612,30.53228409,0,75.54164445,0,193.0120224,0,120.2009315,0,255.3306484,48.1943667,0.00E+00,104.3898286,0.00E+00,243.9839107,0.00E+00,149.0436006,0.00E+00,32.39374965,90.2561,49.3809
323.3366,0.677419452,0.008447787,0.314132761,0,0.00E+00,9.687753181,1.898987109,0.914710544,3.565412927,0.022287571,0,29.45989655,0,745.6462244,1.07526189,2.459918518,13.19658626,0.503550067,1.581322383,0.085289456,0.00E+00,82.1455217,0.813486804,0.070149188,4.909222566,47.51972916,0,104.4693569,15.66918025,47.85484088,19.40807057,128.5328635,377.2829606,0,0,0,0,0,0,0,0,0,181.798,111.947
13.45,0.797302977,0.141910513,0.06078651,1.775,0.547304171,0,2.211039549,0.59344572,0.124964395,1.010524826,12.88633208,11.67148169,0,929,2.297260499,1.293741355,12.32511334,0.822443182,0,0.40655428,0.00E+00,0,0.097732888,0.00E+00,0,0,0,0,0,0,0,0,929,0,0,0,0,0,0,0,0,0,72.1965,48.7495
0,0.830676609,0.169323391,0.00E+00,2.279,0.507622142,0,3.049001403,0.57872048,0.057027365,0.586363295,7.785344218,10.42867438,0,0,1.773127691,1.768420814,10.3578199,0,0,0.42127952,0.00E+00,66.19560708,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.1508,39.9285
118.989,0.621992987,0.073656963,0.30435005,2.279,0.090656891,3.452836829,1.153631975,0.697810364,0.039702764,0.620180173,7.789596081,49.62865775,0,658.4912662,7.570934171,1.121446421,26.38628983,0.443166373,0.491884064,0.302189636,0.090656891,13.85870049,1.178925988,0.185109548,49.2745339,68.78261646,119.9414737,0,0,0,340.6926107,0,79.80003151,0,0,0,0,0,0,0,0,0,143.016,38.9572
20.5942,0.652988354,0.2972254,0.049786246,0,0.00E+00,1.311238829,0.8,0.574475545,0.101119617,0.431724626,0,61.26843658,0,598.728213,6.499016933,0.179086068,12.5,0.00E+00,0.213925721,0.425524455,0.00E+00,0.848702156,0.12034243,0.567553,24.74897179,0,80.57044122,0,493.4088,0,0,0,0,0,0,0,0,0,0,0,0,0,162.722,43.0118
634.32,0.66667519,0.038424614,0.294900196,2.343,0.859299744,9.552181,3.336316809,0.971994188,0.144132646,0.040213102,7.451736345,8.025078826,715.603639,717.075684,2.658722363,1.592049428,4.917494667,0.64790124,2.58264,0.028005812,0.00E+00,1589.598059,0.467860067,0.172878043,40.52469146,0,15.28164448,0,95.99084958,0,0,0,565.2784985,42.655684,0.00E+00,16.08523037,0.00E+00,83.76239704,0.00E+00,0.00E+00,0.00E+00,573.1003276,88.9998,74.3183
417.8427,0.515712623,0.158135495,0.326151882,0,0.00E+00,4.674451412,0.927076665,0.864932662,0.081546212,0.384947024,0,48.04548179,0,708.8072121,1.897486522,1.229501263,27.52821388,0.339180012,0.631582213,0.135067338,0.411658271,0,0.85913992,0.178539915,26.61151985,10.98069928,270.2395223,0,77.57104203,14.5197849,1.570736018,0,307.3139077,0,0,0,0,0,0,0,0,0,163.215,54.211
