areaOfVerticalExternalSurface,areaRatioOfAdiabaticInternalPartitions,areaRatioOfDiabaticInternalPartitions,areaRatioOfVerticalExternalSurface,ber,coolDesignLoad,coolElectricEquivalentEfficiency,cool_irr_east,cool_irr_horizontal,cool_irr_north,cool_irr_north_east,cool_irr_north_west,cool_irr_south,cool_irr_south_east,cool_irr_south_west,cool_irr_west,cooledAreaRatio,glazingConduction,heatDesignLoad,heatElectricEquivalentEfficiency,heatedAreaRatio,hotWaterDemand,internalConduction,internalGainsCool,internalGainsHeat,irrVerticalCool,irrVerticalHeat,irr_east,irr_horizontal,irr_north,irr_north_east,irr_north_west,irr_south,irr_south_east,irr_south_west,irr_west,lpd,opaqueConduction,q50,roofWallRatio,ser,solTrans,source,unconditionedAreaRatio,ventilatedAreaRatio,ventilationEnergyConsumption,wallToFloorRatio,weatherKey,windowToWallRatio
297.06,0.5539427535565568063893231048,0.05584089744768610348496591223,0.3902163489957570901257109830,61.4565,0,0,0,0,0,0,0,0,0,0,0,0E+2,7.049962262006847994013646888,0.5622143668331394951084353835,1.701004758063289865879279182,0.8944574479477412149861550935,0.1592858781954197071917022351,0.02567188889649038790449476637,0,28.57148702616931798394881918,0,812.1740260443457779462327747,0,578.1517719359991336600157024,0,10.18815821533963234696916371,54.65901399680537130790264505,0,31.67555567588055337466497009,137.4995262203210872566802935,0,0.4139703520124833631648997200,0.8138658314820690784250487056,9.928215828247245901353928152,0.6139671483522195654433932841,48.1764,1.225344833517291969907178058,data/inp_models\240\240.inp,0.1055425520522587850138449065,0E+2,271.6264716141172151085410069,0.4544494928633714259488732847,SWI,0.07214030835521443479431764627
1468.3726,0.2320749561221139007206092289,0.2809235079901880161490918482,0.4870015358876980831302989228,532.532,0.00000,2.219,167.4474640628131388670320262,0E+4,114.8762926499917643681179567,0E+4,0E+4,0E+4,0E+4,0E+4,184.3503425053965061542862767,0.4971199913868901290172082758,0E-23,16.73330098314462017911611327,1.452304282031497463223153980,0.5,0.0,0.7339167097870447446980751434,3.930743159400237295476188402,22.16199242062999283171984672,466.6740992182014093894362595,472.4865343021955775698197850,163.5281084427171237321282814,0,112.1874430712089845024205786,0,0,0,0,0,196.7709827882694693352709251,0.1709575711914043480725630403,0.4078594150962181200651003912,8.779616224976734689170780252,0.5324013923005159857763810275,382.099,0E-23,data/inp_models\2400\2400.inp,0.5,0E+2,0.00000,0.4391407824771064735894537255,LON,0.02296467531469873518478892891
61.128,0.7776300971182265919898675756,0.1479544328200368595668520033,0.07441547006173654844328042110,66.083,0.0000,2.870371915820029027576197388,0E+3,0E+3,0E+3,0E+3,0E+3,190.1275045537340619307832422,0E+3,0E+3,493.5974499089253187613843352,0.6234588847415450740866417826,9.113447777777776512021141975,41.04382028433475824796725903,2.079497605706564645213633288,0.8433435131772423933944123968,0.09134781887418466990913546733,1.800167556330471852981020132,4.760237515988841605887630549,30.35575979355682642133703779,683.7249544626593806921675774,683.7249544626593806921675774,0,0,0,0,0,190.1275045537340619307832422,0,0,493.5974499089253187613843352,3.187717864083659808125366320,1.309144320611725284570493494,13.92500354585499956602823793,0E+3,23.0911,1.486838888888888682383487654,data/inp_models\2402\2402.inp,0.1566564868227576066055876032,0.5848131810127059533235305207,61.46518312408098631376541115,0.2304716661011197828299966067,LON,0.08817726737338044758539458186
149.5382,0.7493372536412216938347172714,0.07469346804155156077238192830,0.1759692783172267453929008003,89.7789,0.000000,2.87,166.4971836970537251505924454,261.0173653636640314520243418,27.08689151021764412693138394,0E+4,0E+4,81.03048311614989112647707039,0E+4,0E+4,166.2646457309963875456335174,0.8286208642808912896691424713,7.467316460002202354900023985,4.581142642661167151878658237,1.755127203772037476609536582,0.9721049966239027683997299122,0.1657241728561782579338284943,0.2009273088886476820999411508,4.771212470711068484502664837,30.78825432787806275691590204,701.8965694180816794016587591,701.7404767251235402292777501,166.2015066991312924061835426,260.5538330126497562951580449,27.03878877005740015880074617,0,0,81.97696655351012758363090125,0,0,165.9693816897749637855045153,1.547700801055797679700448100,2.921337950712083470014401391,14.24596259471884577587898806,0.2786487791535960181936673341,33.1675,1.380955367003522909087749707,data/inp_models\2403\2403.inp,0.02789500337609723160027008778,0.8286208642808912896691424713,120.2454943281566509115462525,0.6310693787981093855503038488,LON,0.2235769856799132261856836581
128.0594,0.8526212080538939903126435896,0.02650449840236773519061151768,0.1208742935437382744967448927,61.6264,0.000,2.807754455285864043222320781,249.1866118379439541337847905,0E+4,15.24792401026398686859379319,0E+4,0E+4,175.8869399669216004447935880,33.98406364546452661811628042,0E+4,178.4884202174928197383401765,0.9313905892072552480378534680,10.99565757613958066216262740,4.678405124900496036016893473,1.924960085436066984543463447,0.9906868451688009313154831199,0.1523530737166247324345638214,0.2051932072324778963165304154,5.050555139176215825819666216,27.79224680199847421525142816,652.7939596780868878036286286,652.7939596780868878036286286,249.1866118379439541337847905,0,15.24792401026398686859379319,0,0,175.8869399669216004447935880,33.98406364546452661811628042,0,178.4884202174928197383401765,1.323621888644983766843393566,2.137740431401093827653377636,13.51807832152520543106899710,0E+4,30.6557,1.793917262901850971753979518,data/inp_models\2404\2404.inp,0.009313154831199068684516880093,0.8282323782342558864395959293,98.11566920274888279695069285,0.4809020241090540388298471591,LON,0.2884044435629090875015812974
180.3855,0.7838950419046337637690447443,0.05643051124715413186416312888,0.1596744468482121043667921268,49.3429,0.000000,2.066353219137625516834022445,200.4270649527627589219926227,0E+4,47.84932299135615646069863807,0E+4,0E+4,139.7527070725134377415765818,0E+4,0E+4,200.7298088665891735208863646,0.8561747749570142611510063720,6.781569825380506068813678008,4.207409219666355545953663710,2.121137607118049472964051226,0.9761302720744411853949630828,0.1712349549914028522302012744,0.1845354920906296292084940224,10.42426433399478738630423828,15.83454982971418723733902452,588.7589038832215266451542072,588.8218408031815654363221194,199.9273139876542164491900725,0,47.73001402801651749550510738,0,0,140.9352097569512067763505141,0,0,200.2293030305596247152764253,1.302835679542466232058626111,2.136534050710899708105408920,12.01605970755261382589568696,0E+4,31.6144,1.565520348238781970019970034,data/inp_models\2405\2405.inp,0.02386972792555881460503691716,0.2278075587471764269579582617,13.97516841643909510805434746,0.6081571760898149084656619804,LON,0.1854905189164317531065412686
178.7007,0.7893077605588986309558887987,0.05604969726266465104272539495,0.1546425421784367180013858064,73.9145,0E-7,2.822163556574681742705780027,200.1243548487789374514043780,0E+4,47.98371500405791179291596433,0E+4,0E+4,139.1540281159370938541081391,0E+4,0E+4,201.3040766406165755764788676,0.8526833872707659115426105717,5.454171205217941984212853688,4.074995284879750845667356358,1.777998818436611913150599874,0.9755933117583603020496224380,0.1630865695792880258899676375,0.1787278633719188967397963316,5.089680273428365848030743714,29.83341715114241472278996645,588.5661746093905186749073491,588.5661746093905186749073491,200.1243548487789374514043780,0,47.98371500405791179291596433,0,0,139.1540281159370938541081391,0,0,201.3040766406165755764788676,1.319298874669020300088261254,1.788046877000184531442654895,14.10404234006465425412918135,0E+4,33.3563,1.335243769132006407215258589,data/inp_models\2406\2406.inp,0.02440668824163969795037756203,0.8154328478964401294498381877,160.9408526361920172599784250,0.6024160598705501618122977346,LON,0.1772701505925830173021146532
173.9932,0.7748922517435670450875073272,0.05859313578888184417355520199,0.1665146124675511107389374708,82.5242,0.000000,2.87,158.7428628537960411488582592,199.8028263616682295645659908,37.32310029122572762538710423,0E+4,0E+4,107.2853467404912706562505487,0E+4,0E+4,158.5211549447823595271419767,0.8502913952691121014741172437,8.576372407739184050173008671,3.562423453173974936570240517,1.756030190700622332976301253,0.9795337675694206376414124100,0.1700582790538224202948234487,0.1562466426830690761653614261,4.771212470711068484502664839,30.74368156267307136720212806,661.6752911919636285222038796,661.6752911919636285222038796,158.7428628537960411488582592,199.8028263616682295645659908,37.32310029122572762538710423,0,0,107.2853467404912706562505487,0,0,158.5211549447823595271419767,1.257261507775734721226665004,2.069391630477914332090011779,14.23845950999867183090144471,0.2167058854248028520223058469,33.4557,1.386613364901516916173272066,data/inp_models\2407\2407.inp,0.02046623243057936235858758999,0.8502913952691121014741172437,173.3193279053822420294823449,0.5964799451491258141926636956,LON,0.2024372216845256021499690793
637.69,0.3697325341546056578654157120,0.2659002474101923857084902264,0.3643672184352019564260940616,79.1774,0.00000,2.279,291.1275101114028240970694671,55.26910522954658341020364720,65.35329596253459164124033207,0E+2,0E+2,147.4638473000780529340807493,0E+2,0E+2,0E+2,0.3279391285381117766480428181,4.949622410745846588900671615,15.56221999998853921322508629,2.452847218975235718108162042,0.6100317108773342729148839785,1.859025435814835321555007466,0.6736891774886813512218652076,9.724527342947416022728949804,24.49482135560845178469351996,559.2137586035620520825941957,582.5072146324940724850400813,227.5108953370215648639494186,82.41476798012871175341537766,66.00718076098001580670655979,0,0,93.85606864626848820142260361,0,0,112.7183019080952918595461217,0.4497878060821635593870959049,1.183905701927033729309256047,7.374288310074953129384178658,0.4192681771819903832143377532,74.0087,1.431216118769883351007423118,data/inp_models\2408\2408.inp,0.3899682891226657270851160215,0E+2,420.9269313094578950017617154,0.5349658562775792352477307428,BIR,0.1330897458012513917420690304
183.3080,0.7804208972864038979156693742,0.08130363409487380217408129277,0.1382754686187222999102493331,80.5415,0.000000,2.911,1.559600643788637842984225883,661.7326722733705314494635634,43.80294713571267423798374553,0E+4,0E+4,37.85356291242034950684969953,0E+4,0E+4,12.02796659293969824836381182,0.8977087378640776699029126214,22.19168564557993202056237535,9.639364279413404517731335214,4.030787984253830948318099647,0.9194407766990291262135922330,0.07374291262135922330097087379,0.4401536200645390190744901924,4.791170462882531003062218777,3.799230737678769686794160398,756.9767495582318912856450462,759.1812727146987389697268095,1.491312547029296735895855848,658.8664992449507695515430770,41.88500749888265100210464167,0,0,45.43713892596182330712595129,0,0,11.50131449787419837305728362,0.9588834785494979669736951289,1.192648941830939176657223440,6.679027863730295172805886112,0.4005359410120948937173212107,73.5943,3.49265,data/inp_models\2409\2409.inp,0.08055922330097087378640776699,0E+2,0.1866477949514563106796116505,0.2847502912621359223300970874,SWI,0.1553625591899971632443755864
48.9,0.7337475695325048609349902781,0.1629047256741905486516189027,0.1033477047933045904133908192,99.9167,0.00000,2.379,0E+1,0E+1,0E+1,0E+1,0E+1,0E+1,0E+1,759,0E+1,0.4123840955524123840955524124,18.013738,15.69758823196605374823196605,1.968696526795536696526795537,1,0.1372772277227722772277227723,0.7439615275813295615275813296,7.173599880275091653339849647,36.35240468472089609327209011,759,766.5616501498041023277252823,0,405.5141737727587001613274948,0,145.8896058999769532150265038,0,0,0,215.1578704770684489513712837,0,3.415520123440915520123440916,0.8585329142971166317469819415,12.71998902657778947169030922,0.4365061073980179764922793270,61.0443,3.08890,data/inp_models\241\241.inp,0E+2,0E+2,76.36998620933521923620933522,0.3842527109853842527109853843,CAR,0.2574642126789366053169734151
141.6528,0.8099218688987333653053682693,0E+4,0.1900781311012666346946317307,186.306,0.0,1.775,74.92320055808715499506260702,677.7558317449223966102226936,14.88515300473112107807166539,0E+4,0E+4,57.96286273342914512796383708,0E+4,0E+4,0E+4,0.7812691487536459226941836810,8.737655503649666754897969462,0E-25,1.812616477528043938515855282,1,2.730859070075246942327017819,0E-25,15.28006466192904457954576395,18.64560794730389155483268421,825.5270480411698178113208031,761.1218413188858476375278623,63.02400852256883027796690176,570.1156517332213946869198022,30.46760806852757481563667215,0,0,97.51457299456804785700448626,0,0,0,0.5475940066861412972837272453,1.798340405597674938933733683,13.83505058219465965533025955,0.6923267392861122315134162655,116.615,1.482140726023192325217177019,data/inp_models\2410\2410.inp,0E+2,0E+2,14.47131002720654918012696390,0.3471967450182602514767518812,LON,0.2526021370562389165621858516
426.7020,0.4292884020765405329059770759,0E+4,0.5707115979234594670940229241,122.4,0,0,0,0,0,0,0,0,0,0,0,0E+2,8.504146583333332152201863423,0E-25,1.715583333333333095057870370,1,2.242367733936255561228210926,0E-25,0,32.64458287511570054334928547,0,653.8696619106270499176573160,0,14.04998685284878008275785715,0,88.96009355236025962163882702,218.0294772969457091850150154,0,191.2320513707635035082135097,141.5980528377087975200321068,0,1.248826975907422264361947828,1.264851378270926407806939798,14.57230290960314964135943395,0.2868531056736220206958113649,103.347,1.458245833333333130799189814,data/inp_models\2411\2411.inp,0E+2,0E+2,0.00000,1.556057180366129385165195828,SOU,0.05395217271069739537194576074
171.92,0,0,1,184.535,0,0,0,0,0,0,0,0,0,0,0,0E+2,4.064,0E+1,0.8,1,0.15,0E+1,0,75.625,0,724.7137622149837133550488599,300.5948697068403908794788274,0,21.16571661237785016286644951,0,0,58.83509771986970684039087948,0,0,344.1180781758957654723127036,0.7512840126762102502458747678,0.9853550015532336294531433671,31.25,0.3468963520863835183261825727,68.0012,0.680,data/inp_models\2412\2412.inp,0E+2,0E+2,0.00000,1.878701781226095508687575128,CAR,0.05845742205677059097254536994
1380.9918,0.7403749845958356163456443509,0E+4,0.2596250154041643836543556491,130.297,0.0,0.725,31.16426046899572588282476916,750.7450776356599012334592246,11.66283109806495155236787661,0E+4,0E+4,20.15182318451019351292470710,0E+4,13.47494000593568068400341751,27.37786438579854441349890062,0.8057551358309723223534884931,11.47191583585929142291445758,0E-25,1.938229144824405207929600073,1,0.2717601145421420594180138034,0E-25,72.17505654973158544560914305,24.25776944494815498562641112,854.5767967789649972790788956,850.8447129322161669699671122,42.49554410104153301005281427,732.3606638448319041337751936,11.39379458980119640650595280,0,0,22.02538004028632197527341163,0,10.43215884806349299494749143,32.13717150819171844941224850,0.04846964252499352705319961865,0.8064159206134697908419895751,12.43016538797034429035033506,0.7943174228251972929867409909,63.1882,1.550012471861452505083021609,data/inp_models\2413\2413.inp,0E+2,0.8057551358309723223534884931,3.580796336616354618310850152,0.1995229048164623988834741753,LON,0.06141310904235637025505871939
329.302,0.8654207159674519844254213242,0.03829023501052067701930915585,0.09628904902202733855526951998,73.576,0.00000,2.471,0E+2,602.9618055555555555555555556,56.68055555555555555555555555,0E+2,0E+2,0E+2,0E+2,0E+2,0E+2,0.9031092213659314376826999734,20.698794,1.496139507785032646911099950,3.381183324962330487192365645,0.9523784214722296040393303216,0.07472241414946703280479522839,0.06739367152184831742842792567,6.649370659995895733282278392,6.175322879499958258722771148,659.6423611111111111111111111,670.3245440065765812053640240,0,584.4767302060319580742948158,48.31025021836304783435236089,0,0,37.53756358218157529671684735,0,0,0,0.8694779125877244990245846541,1.504362083441087214672120332,5.008606660123879433601119860,0.6772852534074471879985731254,72.3548,2.99370,data/inp_models\2414\2414.inp,0.04762157852777039596066967845,0E+2,894.6311808840464168659757286,0.1944677709865060383263944253,LEE,0.1400234435260034861616388604
52.80,0.7472868958263613328871253048,0.1264999760959984701439020892,0.1262131280776401969689726060,98.8555,0.0000,2.513,0E+2,800.3867684478371501272264631,0E+2,54.67345207803223070398642919,0E+2,0E+2,0E+2,0E+2,0E+2,0.7009806907473959919595541207,21.468681,3.625795086904405154330236740,3.259718609529517530716212167,0.8130596333069379301943107754,0.07973442163610891149418285923,0.1517069074018579562481270602,6.404494325492487821258506247,10.79783536604482944070200743,855.0602205258693808312128923,869.8994245684263197398048536,0,821.5181386039529647235426569,0,48.38128596447335501626219666,0,0,0,0,0,5.828138853356615432512368615,0.7067280079083719661848922825,6.124836044708882096652346531,0.7566483845692952942803152510,63.525,3.10505,data/inp_models\2415\2415.inp,0.1869403666930620698056892246,0E+2,130.7848393738198209173417799,0.3216178351708594749345190961,GLA,0.3464015151515151515151515152
525.3058,0.6787878843791421200399128545,0.2430467439236952501363972908,0.07816537169716262982368985466,76.7311,0E-7,1.908255413735586336935238233,25.26184963390122616793144620,231.7344530699528782884964843,55.09681581867097145014899649,0E+4,0E+4,283.7758384931614764714917386,0E+4,0E+4,44.15771316005934334154416797,0.5044651513322284781900863031,9.330098833004471346894137101,48.70504443164535272974286370,2.690450618495636711570897464,0.7082340975857817581830620585,0.05020173447623646826834077830,2.037867967851269988692170029,11.33806508326554927512206574,11.13238128818263171542399884,640.0266701757458957196128335,750.5203565062388591800356506,11.69340463458110516934046346,517.3475593582887700534759358,43.36332304558186911128087598,0,0,148.2037700025464731347084288,0,0,29.91229946524064171122994653,1.016621759179535420759688062,2.582363806260435121309002057,10.31179677711954147994523872,0.5636266307727804118850942486,45.4875,1.380476577984429806500247873,data/inp_models\2416\2416.inp,0.2917659024142182418169379415,0.07553623888285242866916173689,185.3986441890838848462897720,0.1921810645389059007313263018,GLA,0.1484135526392436557905890245
2025.9348,0.5848907480932343605045124262,0.2055116769935763310911499149,0.2095975749131893084043376590,76.9646,0E-29,4.812874494244465210105940836,88.83373011143075282603723380,102.2894458392771951629875003,9.248804613852275546061646695,0E+4,0E+4,295.2971085522202245835294283,0E+4,0E+4,226.5157285493091843903816186,0.3894538215987865992837212648,6.798330480954749937924506381,30.74595468505282352754754529,1.802278730637563617448860593,0.6574173772690445315524379073,0.5502197827471172213631296261,1.286441618621457051361821979,5.234321140636936848146619053,38.30751855341973044271717336,722.1848176660896325089974278,668.2484915920750267682056449,130.2368212753120388091343972,110.3753543669375566971042379,22.34703198888891981485244140,0,0,215.8836608071719307771311634,0,0,189.4056231537645806699834049,0.6920684965795083602416045864,1.356344108833385910041576135,15.88149415645688256682217523,0.3238798278861690695903230674,47.1487,0.9185472752839830626666397111,data/inp_models\2417\2417.inp,0.3425826227309554684475620927,0.3065592601132591951700897570,461.4418872413114712483684880,0.4285688175477713069654193488,GLA,0.07037877033357638162886584504
21.96,0.8486700823664676197225618177,0.05729468867958866010504026258,0.09403522895394372017239791975,101.664,0.000,2.84,0E+2,0E+2,0E+2,0E+2,0E+2,0E+2,702,0E+2,0E+2,0.8423707440100882723833543506,4.077361088181596176432965474,21.81841294559099437148217636,0.9240750469043151969981238274,0.8961748633879781420765027322,0.06738965952080706179066834805,0.9569479362101313320825515947,5.033723467565959135092243603,47.49913058239454145016472022,702,626.6435845213849287169042770,0,0,0,0,103.3604887983706720977596741,0,523.2830957230142566191446028,0,0,6.391866330390920554854981084,0.7674182121161941449725028107,27.08975835218900224657578368,0E+2,70.7331,0.6991641970858093100601211727,data/inp_models\2418\2418.inp,0.1038251366120218579234972678,0E+2,0.2479293820933165195460277427,0.4615384615384615384615384615,LON,0.3915892531876138433515482696
1322.4332,0.4169607574851330962708523542,0.1603739573383417784365190514,0.4226652851765251252926285944,89.228,0,0,0,0,0,0,0,0,0,0,0,0E+2,0,34.06007381541954882736453605,1.729392000778735011868070896,0.7727422075219591264539022627,0.1567814272884585897969465314,1.425107691021738444659604019,0,35.80908217866361130997520942,0,847.5090139490905295577340921,47.23397508613975802589035407,614.0840511757065317619212517,10.84991139468350410919040789,0,0,110.1710051208433227148474383,0,0,65.17007117171741294588464017,0.8267666331758505328697868075,0.9203667594489139763750267944,14.94281726948228618027471468,0.5799880643887795091154340030,63.9169,0,data/inp_models\2419\2419.inp,0.2272577924780408735460977373,0.1350787461941164874159419972,7.927289882373557049920049066,0.7241765053775217400827985017,GLA,0E+4
36.3,0.5591133004926108374384236453,0.3344475721323011963406052076,0.1064391273750879662209711471,111.802,0.000,2.279,0E+1,0E+1,0E+1,0E+1,0E+1,0E+1,0E+1,759,0E+1,0.7842926304464766003227541689,17.806067,59.19161775147928994082840237,2.817984938138784292630446477,1,0.08942980096826250672404518558,2.805289940828402366863905325,7.816950884711334058936344028,15.77068543994125845663259013,759,730.1864406779661016949152542,0,62.98305084745762711864406780,0,88.30508474576271186440677966,0,0,0,578.8983050847457627118644067,0,2.261724289696317668345640374,1.243709138691081722617836555,7.532325054817015865158354155,0.06779661016949152542372881356,73.7498,2.894034,data/inp_models\242\242.inp,0E+2,0E+2,130.7846923076923076923076923,0.3254437869822485207100591716,CAR,0.6611570247933884297520661157
21.6,0.8006863929373779338217862021,0.07738854581785750572934894275,0.1219250612447645604488648551,102.828,0.0000,1.960447981950363499623965906,0E+1,0E+1,0E+1,0E+1,0E+1,0E+1,702,0E+1,0E+1,0.8490847169008088548318433376,4.072041747122089587519205768,7.525163420926899187768752986,1.536532250358337314859053989,0.8910174542358450404427415922,0.05166453810131971051511281396,0.3300510272336359292881032011,10.35983810757608530788703298,35.20395349740335057928142186,702,637.6521739130434782608695652,0,0,0,0,88.26086956521739130434782607,0,549.3913043478260869565217392,0,0,5.859601764774178567282015560,1.028487300585719932444572209,21.72019120072296916516212323,0E+1,60.3895,0.6982520647677579482330693771,data/inp_models\2420\2420.inp,0.1089825457641549595572584078,0E+2,0.00000,0.4597701149425287356321839080,LON,0.3917129629629629629629629630
10.7375,0.8655540363213831375023790205,0E+4,0.1344459636786168624976209795,228.123,0,0,0,0,0,0,0,0,0,0,0,0E+2,4.203165,0.0,0.933,1,5.69,0.0,0,58.58775929391411034487512191,0,853.6831158213102358719640014,0,617.7093371364639491495208178,0,0,0,0,0,0,235.9737786848462867224431836,2.131075662098444454236989380,0.4737240976483290759223658916,26.79528403001071811361200429,0.6699667430981170815070724705,149.727,0.70908,data/inp_models\2421\2421.inp,0E+2,0E+2,61.89000,0.5204798836645661657779932138,LON,0.1117578579743888242142025611
21.4500,0.6974181755363051531657101346,0.1442261835330804564776685325,0.1583556409306143903566213329,99.6218,0,0,0,0,0,0,0,0,0,0,0,0E+2,3.459840141440929468965081771,36.48872510239906377998829725,0.8,0.7374325782092772384034519957,0.02787486515641855447680690399,1.600382679929783499122293739,0,63.21405061439438267992978350,0,634.4114331306654058406778910,0,0,0,11.08147841697386987389277562,86.56530315231122701516685011,0,536.7646515613803089516182652,0,0,5.743968814357163871726978522,0.6955386273021888874448166424,31.25,0E+4,64.7944,0.5932749889499273852371029867,data/inp_models\2422\2422.inp,0.2625674217907227615965480043,0E+2,0.00000,0.4627831715210355987055016181,LON,0.3691608391608391608391608392
2985.2877,0.7659398693921011116887340157,0.006473865982325958894532577488,0.2275862646255729294167334068,59.3595,0E-8,1.775,0E+4,116.1475932717774650679557146,0E+4,258.4154015969199214787489590,0E+4,0E+4,0E+4,0E+4,0E+4,0.01845321344795688672663040218,4.9656960000000000000000,0.6673248739129238023953813339,1.893921014062816075195058350,0.9991886268851796544245091508,0.1524481789356594800687404564,0.02792154284154492897051804745,15.22108049607702157393490854,27.04058310668122032304062202,374.5629948686973865467046736,749.8621253399130926884785025,0,405.9161472693786795731883531,0,51.67937928825380041144290426,75.58091601886197506881210087,0,75.22883100635174847687664077,141.4568517570668891581585036,0,0.1298124877248489048022008608,1.011622688437759639237298590,13.39016218431473815942679587,0.4132918624702348015522742242,76.2156,1.41664000000000000000000,data/inp_models\2423\2423.inp,0.0008113731148203455754908491635,0E+2,0.00000,0.3141611128124338983478927977,GLA,0.002271941829928150643571137214
17.0940,0.9169036919284687319613785674,0.04800644237945992726663617635,0.03508986569207134077198525626,89.7092,0,0,0,0,0,0,0,0,0,0,0,0E+2,0,2.667935894988066825775656325,0.8,0.9688421296028672177582519221,0.03850858431123186311347476733,0.1116291169451073985680190931,0,61.39340319212410501193317422,0,926.0919958471744246523204212,0,816.4074232753518642878920425,0,0,109.6845725718225603644283787,0,0,0,0,0.8447808333639884596587296162,0.9892368402529997975048701703,31.25,0.8383613353203270975013805572,46.2494,0,data/inp_models\2424\2424.inp,0.03115787039713278224174807792,0E+2,122.5229193595005491646916007,0.09881496040233539510954390427,GLA,0E+4
386.3746,0.4751019773817115354466667735,0E+4,0.5248980226182884645533332265,129.743,0,0,0,0,0,0,0,0,0,0,0,0E+2,4.7016,0E+1,0.8,1,0.040,0E+1,0,63.4375,0,857.1641098728841127101560006,10.76149277141570707140694629,537.5141580571827722166257087,21.51027888644594351151385132,0,0,0,0,0,287.3781801578396899106094944,1.291093313832891526448646102,0.3036936587553619689345121431,18.75,0.5462542256678686709518553950,87.4412,0.680,data/inp_models\2425\2425.inp,0E+2,0E+2,0.00000,0.7471084383943073710263748163,GLA,0.1229190531675736448513955110
690.4600,0.5678957953355826166016730943,0E+4,0.4321042046644173833983269057,118.805,0.0,2.379,0E+4,677.9265229810926779390044208,21.90599538933644103592348131,0E+4,0E+4,0E+4,0E+4,0E+4,75.93141921767475835902968591,0.8494227017345600699367797098,9.161907823800791458449183898,0E-25,3.422058897068317442569790951,1,0.06930351069840829859593385857,0E-25,7.173599880275091653339849649,6.084875270056249542127379458,775.7639375881038773339575880,770.7366940342521600854422851,0,632.6154904014346087333055569,17.36373346419424156668185292,0,0,51.17294980289023981849099697,0,0,69.58452036573306996696387821,2.470460788656078584542640662,1.066188379311959952803132332,7.972019810715324088612006896,0.3683774646283414970133133546,79.401,2.561934012170611292166156611,data/inp_models\2426\2426.inp,0E+2,0E+2,0.04662970820584441198733461977,0.7361059286346336314886086206,NOT,0.06186542305129913391072618254
788.7714,0.6497861900022319835922788020,0E+4,0.3502138099977680164077211980,98.132,0,0,0,0,0,0,0,0,0,0,0,0E+2,10.70381274999999851335934028,0E-25,1.785423623516119637932969264,1,0.05893963391262213158027959182,0E-25,0,29.97274708025144648673708273,0,868.5014676615012601168189711,59.09704058156607255267135315,765.7262538511068824741395951,12.42451470541254033341237655,0,0,31.25365852341576475659564627,0,0,0,1.129084111884441666828683817,0.5870813313505159799045875128,14.34208021633390658948813280,0.3893181364129889448990804139,73.2146,1.548109722222222007206983025,data/inp_models\2427\2427.inp,0E+2,0E+2,1.671650083530407237855546636,0.5704449892603762122757154325,GLA,0.01749695792722707745235184744
703.2996,0.6896611896283032366920853865,0.1215307608568717121997774464,0.1888080495148250511081371671,63.1884,0,0,0,0,0,0,0,0,0,0,0,0E+2,11.01447749999999847021145833,6.032789390035562506041377872,1.832571765188337150366260632,0.9245557440936806578530272800,0.1401747810575124155463151156,0.2717472698214217345063683726,0,25.41673897365514727806566222,0,751.1466690251973284559869346,162.6556991472011461350568466,516.7389708946011926766699245,24.58662912371458814334262604,0,0,47.16536985968040150091753749,0,0,0,1.091529037916253788263335337,0.8172031433236724377808332075,14.03281849952750177113707542,0.5834159778928986925485556408,55.2266,1.593041666666666445410879629,data/inp_models\2429\2429.inp,0.07544425590631934214697271998,0E+2,188.5679966436070036733856682,0.4371388614369091349829383356,MAN,0.01849937068071700879682001810
261.94,0.5830936047798185439256472671,0.05463044921442797078999778712,0.3622759460057534852843549458,72.2632,0,0,0,0,0,0,0,0,0,0,0,0E+2,4.863529749446296288076839428,1.100015588002422705948614264,1.155864429504853268874872531,0.9381239171685504496328685752,0.3908910155927728735252866925,0.05022902228321564867345270609,0,41.08198083308081855648517659,0,776.1951651948583313444031505,0,571.0528146203416413788400559,0,90.78591155511609669610283337,33.81635923488697193903644857,0,78.80936956595860752156568584,1.730710218555013808858126769,0,0.6269836284634981112169462965,0.4495928841354794607477914593,13.55862876764980460364910289,0.5858525170756387553756640526,50.925,0.9020653052825089345122545154,data/inp_models\243\243.inp,0.06187608283144955036713142480,0E+2,192.0758325117564557379754146,0.5402607045623298407722135137,SWI,0.1403374818660762006566389249
0,1,0E+4,0E+4,153.907,0.0,1.692,0E+4,823,0E+4,0E+4,0E+4,0E+4,0E+4,0E+4,0E+4,1,0,0.0,2.304,1,0.040,0.0,14.18160275863610705922460864,7.648232542438271604938271606,823,823,0,823,0,0,0,0,0,0,0,7.601762257419319963241256283,1.44000,10.85069444444444444444444444,1,76.1609,0,data/inp_models\2431\2431.inp,0E+2,1,27.321600,0E+2,LEE,0
