areaOfVerticalExternalSurface,areaRatioOfAdiabaticInternalPartitions,areaRatioOfDiabaticInternalPartitions,areaRatioOfVerticalExternalSurface,ber,coolElectricEquivalentEfficiency,cool_irr_east,cool_irr_horizontal,cool_irr_north,cool_irr_north_east,cool_irr_north_west,cool_irr_south,cool_irr_south_east,cool_irr_south_west,cool_irr_west,cooledAreaRatio,glazingConduction,heatElectricEquivalentEfficiency,heatedAreaRatio,hotWaterDemand,internalConduction,internalGainsCool,internalGainsHeat,irrVerticalCool,irrVerticalHeat,irr_east,irr_horizontal,irr_north,irr_north_east,irr_north_west,irr_south,irr_south_east,irr_south_west,irr_west,lpd,opaqueConduction,q50,roofWallRatio,ser,solTrans,unconditionedAreaRatio,ventilatedAreaRatio,ventilationEnergyConsumption,wallToFloorRatio,windowToWallRatio
261.5,0.532116658,0.00E+00,0.467883342,98.9224,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0.8,1,0,0.00E+00,0,59.375,0,809.6090759,0,524.140264,0,0,0,140.2270627,0,0,145.2417492,0.165665722,0.37320846,31.25,0.568481848,23.072,0,0.00E+00,0.00E+00,0,0.759534114,0.00E+00
554.6,0.376087277,0.351368618,0.272544105,39.5099,1.839,61.98829649,700.9081925,2.473862159,0.00E+00,0.00E+00,56.55019506,0.00E+00,0.00E+00,4.205461638,0.314097393,7.709777222,3.084918702,0.360159497,0.050922365,2.319804034,11.64938126,10.56134153,826.1260078,822.2175287,68.74749816,693.3108606,4.008005899,0,0,52.74444327,0,0,3.406720742,0.400575091,5.251065509,10.37172239,0.433557696,23.0754,1.113857744,0.639840503,0.00E+00,49.32920696,0.283152768,0.214208439
61.128,0.777630097,0.147954433,0.07441547,66.083,2.870371916,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,190.1275046,0.00E+00,0.00E+00,493.5974499,0.623458885,9.113447778,2.079497606,0.843343513,0.091347819,1.800167556,4.760237516,30.35575979,683.7249545,683.7249545,0,0,0,0,0,190.1275046,0,0,493.5974499,3.187717864,1.309144321,13.92500355,0.00E+00,23.0911,1.486838889,0.156656487,0.584813181,61.46518312,0.230471666,0.088177267
55.31855,0.83026405,0.00E+00,0.16973595,63.6998,0,0,0,0,0,0,0,0,0,0,0.00E+00,4.646669193,1.441666667,1,0.072231672,0.00E+00,0,38.02493277,0,769.0223124,154.5602667,430.1469817,0,0,0,7.051524935,0,0,177.263539,3.009588109,0.67505135,17.34104046,0.522657329,23.0979,1.049256315,0.00E+00,0.00E+00,12.64165734,0.662656325,0.024765653
281.9,0.41989688,0.057272154,0.522830966,85.5739,0,0,0,0,0,0,0,0,0,0,0.00E+00,4.880462534,1.823124823,0.970877826,0.024370175,0.099844645,0,22.29826455,0,755.7643465,125.1277919,422.6898681,31.10363727,0,0,73.56950673,0,0,103.2735426,3.077471086,0.961691311,13.99119751,0.434197058,23.1188,1.307260763,0.029122174,0.00E+00,47.55623545,1.303101743,0.131429585
329.5997,0,0,1,50.4092,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0.00E+00,0.178284889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.138583438,0,0,0.384759302,23.1317,0.00E+00,1,0.00E+00,0.00E+00,0.647759959,0.107598702
1784.8,0.303814471,0.287783168,0.408402361,37.9161,2.279,0.00E+00,96.02114933,0.00E+00,130.1004059,166.3550523,0.00E+00,25.61952574,130.8879869,0.00E+00,0.15423633,6.638705771,2.38779491,0.277062948,0.143827645,2.136560128,7.566654428,20.89117452,548.9841202,619.2825388,0,241.8230027,0,199.3293463,80.75929063,0,33.82957099,63.54132817,0,0.562020376,1.595185467,15.42375294,0.624366508,23.1937,0.889345927,0.722937052,0.00E+00,69.69662764,0.458381488,0.017940385
275.0598,0.294464465,0.560190866,0.145344669,35.5019,2.471,0.00E+00,0.00E+00,0.00E+00,0.00E+00,557,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.160603115,20.698794,2.405447375,0.447590598,0.017650342,1.292476518,6.64937066,19.75895556,557,665.5605795,0,0,0,0,105.6179649,0,451.5295814,108.4130332,0,0.348550353,1.065599577,7.339715654,0.767021677,23.214,2.9937,0.552409402,0.00E+00,265.9970559,0.150210686,0.054411804
228.81,0.776655246,0.00E+00,0.223344754,75.3729,0,0,0,0,0,0,0,0,0,0,0.00E+00,3.886573913,0.8,1,0.103193813,0.00E+00,0,50.30933019,0,756.1422661,0,257.3657861,0,1.113940165,72.07065563,0,122.7154679,299.936951,2.939465309,1.982604405,1.367979199,31.25,0.271769574,23.23,0.675993043,0.00E+00,0.00E+00,32.25898631,0.889238662,0.100520082
6030.1968,0.697359026,0.113164356,0.189476618,66.3794,1.59587612,126.8766991,297.3376104,26.3507268,5.271047442,3.320981711,96.0552912,13.23525619,6.373650372,129.0350788,0.57456773,5.625796836,2.175971935,0.620046793,0.172092096,0.315420242,16.57745717,22.72162892,703.856342,688.6632839,124.6477379,291.292513,33.50236167,4.797389411,3.022557219,88.95083685,12.04593178,5.800912084,124.603044,29.36291018,0.872236464,6.732222411,0.372814452,23.2514,1.429012565,0.379953207,0.465078777,369.5804068,0.339886607,0.526618584
0,1,0.00E+00,0.00E+00,37.6296,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0.8,1,0.110890142,0.00E+00,0,54.67742872,0,0,0,0,0,0,0,0,0,0,0,1.043653499,0.585560898,31.25,0,23.2996,0,0.00E+00,0.00E+00,96.8566247,0.00E+00,0
105.2,0.401945982,0.421573561,0.176480456,93.832,0,0,0,0,0,0,0,0,0,0,0.00E+00,1.876830417,0.848471505,0.787253001,0.115443157,3.013463225,0,52.3026316,0,434.2997543,0,0,104.6707617,0,0,329.6289926,0,0,0,2.019731444,0.419188404,17.7758942,0.00E+00,23.3643,0.479701065,0.212746999,0.00E+00,0.425346632,0.551391582,0.321292776
48.6,0.860625179,0.00E+00,0.139374821,153.852,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0.8,1,0,0,0,59.375,0,890.8082902,103.3834197,669.0725389,0,0,0,0,0,0,118.3523316,0.137549354,1.971398964,31.25,0.720207254,23.3647,0,0.00E+00,0.00E+00,0,0.388489209,0.00E+00
331.56,0.557867812,0.093125336,0.349006853,132.982,0,0,0,0,0,0,0,0,0,0,0.00E+00,3.862954729,0.839541127,0.708924589,0.051874034,0.396929053,0,55.67691581,0,637.2680467,130.3467306,34.04166509,53.11653383,0,0,147.3720394,0,0,272.3910777,1.558478831,1.252717802,30.09193044,0.233493619,23.4122,0.648381034,0.291075411,0.104987555,24.90270722,1.071726412,0.07159971
1188.26,0.689091276,0.146639252,0.164269472,45.5208,2.344,152.0805437,54.61633834,47.40115718,0.00E+00,0.00E+00,155.4243009,0.00E+00,0.00E+00,189.8228636,0.447093726,6.106142958,2.004829274,0.563597777,0.081464539,0.964043129,7.165285664,26.67749394,599.3452037,673.3178907,134.5329278,240.0206008,36.05063395,0,0,107.9310482,0,0,154.78268,0.282608728,0.906544094,14.94097315,0.242726861,23.4616,1.645983875,0.436402223,0.447093726,238.0690956,0.289193866,0.224243852
349.9,0.407958262,0.31957639,0.272465348,45.4247,2.064899088,0.00E+00,88.79147779,95.90933817,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,334.6192203,0.210678305,8.855916394,1.893237185,0.413738583,0.026638529,2.357275659,9.729293839,31.60848773,519.3200363,604.5440158,45.97428289,167.2863501,60.70623145,0,0,20.08011869,0,0,310.4970326,0.701904206,2.078289168,19.69325494,0.355735592,23.6343,1.481797034,0.586261417,0.00E+00,1.760413203,0.457212299,0.240925979
128.6,0.862606838,0.00E+00,0.137393162,98.3078,0,0,0,0,0,0,0,0,0,0,0.00E+00,4.697177039,0.8,1,0.018234948,0.00E+00,0,62.11577383,0,552.3103222,0,142.452334,0,179.4871795,151.3491124,0,27.23076923,51.79092702,0,3.306032355,1.117416454,31.25,0.154503616,23.8175,0.676084592,0.00E+00,0.00E+00,2.16882089,0.739675601,0.257387247
60.42,0.517373716,0.325951665,0.156674619,31.5617,2.549,0.00E+00,0.00E+00,86,0.00E+00,84.0754717,0.00E+00,305.9433962,0.00E+00,0.00E+00,0.501888497,11.10212,3.138991647,0.516052221,0.018523688,1.569495823,6.033106038,5.341027425,476.0188679,476.0188679,0,0,86,0,84.0754717,0,305.9433962,0,0,0.51495122,1.216452985,8.443919201,0.661132922,23.8292,2.3076,0.483947779,0.00E+00,50.29758704,0.248049922,0.212677921
42385.1236,0.67000609,0.042213256,0.287780654,47.1527,2.0387264,83.83589825,444.6633763,25.68278837,1.755390712,3.138978593,72.16968128,3.181744685,5.371609559,92.09304216,0.353265829,4.915703038,2.188714929,0.373505973,0.0807812,0.208716591,14.42958414,40.55514969,731.8925099,725.9535231,82.65822077,435.185007,27.65010503,1.633040974,2.920193564,74.78325135,2.959978884,4.997211417,93.16651414,0.12589579,2.550446155,14.64767116,0.328086909,23.8296,1.439265762,0.626494027,0.284283562,152.1663881,0.329202133,0.056642487
109.2,0.516408986,0.208736156,0.274854858,55.701,0,0,0,0,0,0,0,0,0,0,0.00E+00,2.3535,0.8,0.581176801,0.05811768,0.168123664,0,61.40625,0,827.4374327,0,684.6477232,0,0,52.02222535,0,90.76748418,0,0,0.218203495,1.398810885,31.25,0.723109621,23.8813,0.4025,0.418823199,0.00E+00,0,0.382916053,0.321582418
105.2,0.481702402,0.348702241,0.169595357,50.2543,2.918088744,0.00E+00,0.00E+00,148.2244389,0.00E+00,0.00E+00,211.3017456,0.00E+00,0.00E+00,0.00E+00,0.787881964,8.463324375,3.873194981,0.868808638,0.06078935,10.0645225,4.113311018,7.563078941,359.5261845,402.0706127,0,0,123.443406,0,0,278.6272066,0,0,0,1.209716626,1.78827078,5.001257103,0.00E+00,23.8898,2.16315,0.131191362,0.00E+00,0.425346632,0.551391582,0.319391635
842.0762,0.886095641,0.00E+00,0.113904359,24.9203,1.775,133.8305893,549.7855751,10.95752082,0.00E+00,0.00E+00,42.03781994,0.00E+00,0.00E+00,7.127475594,0.998493503,20.577861,3.267277447,1,0.001566063,0,11.73319297,3.539273377,743.7389807,741.7713575,133.3353685,547.7511731,11.70144944,0,0,41.88226507,0,0,7.101101402,0.247454626,1.68954268,7.471010944,0.654238075,23.9147,2.78035,0.00E+00,0.00E+00,0,0.307163409,0.066851313
63.1,0.261105092,0.055254605,0.683640303,36.8991,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0.8,0.01782704,0.159524612,0.462978723,0,59.375,0,874.3225806,383.8709677,490.4516129,0,0,0,0,0,0,0,0.692081185,1.3248,31.25,0.782488797,23.9262,0,0.98217296,0.00E+00,0.036196022,0.265930546,0.00E+00
70.87,0.384611561,0.439261395,0.176127044,44.0548,2.279,0.00E+00,0.00E+00,208,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.247731275,11.833311,3.076184075,0.289177841,0.030456454,1.665698595,7.816950885,11.64672338,208,312.3561529,0,0,164.9323814,0,0,147.4237715,0,0,0,0.785658822,1.709563534,6.40448325,0.721346282,23.9835,2.62732,0.710822159,0.00E+00,52.8678846,0.159984649,0.157048116
216.452,0.449280401,0.380046643,0.170672956,34.5163,1.775,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,981,0.00E+00,0.25147309,7.7796834,1.606305209,0.5,0.018222488,1.606325383,12.88633208,30.94371141,981,737.4995195,0,0,0,247.0004874,0,0,0,490.4990321,0,0.319883626,0.59271957,15.9806268,0.688989884,24.0205,1.312443814,0.5,0.00E+00,0.196565916,0.224544587,0.136564227
243.3,0.438188643,0.267223635,0.294587722,56.1835,0,0,0,0,0,0,0,0,0,0,0.00E+00,5.270251661,1.351730855,0.730665208,0.109566809,0.756043226,0,39.8802198,0,784.2708392,22.93011507,646.128824,30.14482178,0,0,80.54111704,0,0,4.525961269,0.62367957,1.863225617,19.29051616,0.669519152,24.0663,1.012227486,0.269334792,0.00E+00,0,0.369678184,0.183312783
27.67,0.00E+00,0.62101082,0.37898918,99.1821,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.595938462,0.8,0.11835559,0.107844986,9.448300885,0,62.25560011,0,476.25,0,0,0,309.4176136,166.8323864,0,0,0,0,3.190714424,0.821253731,31.25,0.618660419,24.0772,0.140307692,0.88164441,0.00E+00,1.405831736,0.362267609,0.039031442
1987.3,0.759767177,0.108637495,0.131595328,83.2844,3.684922192,235.132435,130.7520608,35.59731477,0.00E+00,0.00E+00,81.67876006,0.00E+00,0.00E+00,171.0649588,0.70427226,4.7615767,1.502286776,0.729766324,0.152401417,0.402355681,3.551590188,32.14343982,654.2255294,655.6944161,228.5776461,122.6458931,33.39040652,0,0,90.6586721,0,0,180.4217983,0.498564872,1.976646522,20.75217729,0.451086324,24.1041,0.997463697,0.270233676,0.540944832,126.2777831,0.338892006,0.435666482
105.2,0.460777741,0.362889708,0.176332551,87.8254,0,0,0,0,0,0,0,0,0,0,0.00E+00,1.992797626,0.8,0.868808638,0.120786729,2.261686776,0,55.75144411,0,402.0706127,0,0,123.443406,0,0,278.6272066,0,0,0,1.459381893,0.385040087,18.75,0.00E+00,24.311,0.509341246,0.131191362,0.00E+00,0.425346632,0.551391582,0.320342205
2288.86,0.682375841,0.181170095,0.136454064,52.2976,2.357886253,0.00E+00,307.8468405,0.357579088,80.24499854,52.27901823,0.97147593,68.62447149,174.809519,16.41146724,0.612998654,16.48499022,3.674684866,0.671700875,0.246788274,4.032478081,7.766295831,5.551689653,701.5453699,690.662439,0,300.1589929,0.331589395,74.41260239,68.25873853,0.900866763,69.27705605,162.10395,15.21864302,2.925765733,4.062911261,7.247483682,0.32794245,24.3155,2.821297731,0.328299125,0.00E+00,60.37944579,0.391392598,0.216758561
548.1,0.806845854,0.00E+00,0.193154146,41.7723,2.279,123.4826147,0.00E+00,41.80528512,0.00E+00,0.00E+00,258.7510431,0.00E+00,0.00E+00,158.1154381,0.487356954,5.496268794,2.131459198,1,0.616103268,0,7.529638035,34.38656747,582.1543811,587.7241379,155.1921182,0,45.89272031,0,0,171.3957307,0,0,215.2435687,0.51634283,1.047961008,19.46967725,0.00E+00,24.3183,0.937004101,0.00E+00,0.00E+00,237.3724257,0.51965906,0.082211275
12302.5384,0.697708171,0.168055328,0.134236501,73.8198,1.409285408,111.5680312,208.0757348,27.33826932,3.380565594,14.62442746,71.47171248,34.83771346,33.90754363,171.3514017,0.631422023,2.442223973,1.268725281,0.711813738,0.229397272,0.402792151,20.47348585,62.67229917,676.5553996,717.2661053,100.499687,336.6802198,25.04836525,2.853552152,10.59960297,52.58537839,25.24994105,24.57576553,139.1735932,0.412094359,0.712915861,20.090777,0.310704905,24.4551,0.819767488,0.288186262,0.622561818,52.67093968,0.303072382,0.427313318
170,0.477079354,0.375325577,0.147595069,31.201,1.995,0.00E+00,426.238342,39.06735751,0.00E+00,0.00E+00,223.2642487,0.00E+00,0.00E+00,0.00E+00,0.319031938,6.917023302,2.880596349,0.377361808,0.050378848,6.695560766,9.969592245,12.48289038,688.5699482,663.3191489,0,269.2765957,24.68085106,0,0,369.3617021,0,0,0,0.816037171,2.594583142,11.31174919,0.15,24.5172,1.186094373,0.622638192,0.00E+00,0.078402634,0.271747818,0.182941176
170,0.477079354,0.375325577,0.147595069,31.2408,1.995,0.00E+00,426.238342,39.06735751,0.00E+00,0.00E+00,223.2642487,0.00E+00,0.00E+00,0.00E+00,0.319031938,6.917023302,2.880596349,0.377361808,0.050378848,6.695560766,9.969592245,12.48289038,688.5699482,663.3191489,0,269.2765957,24.68085106,0,0,369.3617021,0,0,0,0.816037171,2.594583142,11.31174919,0.15,24.5172,1.186094373,0.622638192,0.00E+00,0.078402634,0.271747818,0.182941176
6.3,0.911770884,0.00E+00,0.088229116,25.0327,2.279,0.00E+00,560.4420655,90.05667506,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1,0,3.392,1,0,0,7.316357971,3.302721164,650.4987406,650.4987406,0,560.4420655,90.05667506,0,0,0,0,0,0,2.070720251,1.000798065,4.422169811,0.603274559,24.5263,0,0.00E+00,1,6.706,0.657620042,0.00E+00
487.3,0.744360902,0.030859357,0.224779741,35.6923,3.117,0,0,0,0,0,0,0,0,0,0.007500739,4.78113061,1.710435906,0.98178759,0.486554027,0.228259229,3.91119971,57.21447325,0,683.8023494,26.60183035,308.2988663,10.09452261,123.2072121,24.17921049,12.2447753,32.31443792,132.8955061,13.96598825,1.061351263,0.77706329,14.74184187,0.307974533,24.5946,1.200518595,0.01821241,0.00E+00,2.193087204,0.625874979,0.30679253
133.34,0.568794927,0.027627537,0.403577536,104.645,0,0,0,0,0,0,0,0,0,0,0.00E+00,1.049927273,0.8,0.728744369,0.071524493,0.083151725,0,42.72969686,0,708.2129898,95.47966408,447.0467196,40.03210181,0,0,125.6545043,0,0,0,2.360858046,1.619814736,24.50140042,0.461770096,24.6059,0.189090909,0.271255631,0.00E+00,4.288555469,0.93848536,0.257387131
38.76,0.746956764,0.170121729,0.082921507,121.069,0,0,0,0,0,0,0,0,0,0,0.00E+00,8.7672075,1.393611111,0.964996022,0.535694965,2.740806815,0,91.11506836,0,828.3509934,0,615.2317881,0,0,0,213.1192053,0,0,0,14.52204977,3.373467437,17.93900737,0.662251656,24.6794,1.184569444,0.035003978,0.00E+00,29.87668633,0.440504603,0.216718266
24.824,0.453907154,0.406331056,0.13976179,45.6129,2.343,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,702,0.00E+00,0.00E+00,0.28000659,18.89984025,3.198480467,0.303649395,0.022400527,4.16218923,7.395736959,7.859812887,702,614.3294302,0,0,0,0,120.2508491,0,494.078581,0,0,1.371896464,4.208999178,9.211624645,0.00E+00,24.7283,2.730029963,0.696350605,0.00E+00,0,0.204497899,0.408145343
636.2,0.325879815,0.296518012,0.377602173,88.4185,0,0,0,0,0,0,0,0,0,0,0.00E+00,1.7777159,0.8,0.571138869,0.106598813,1.4665756,0,57.00197497,0,739.0870116,65.69252135,383.1872511,46.35212758,0,0,115.9469414,0,0,127.9081702,1.946956266,0.582935488,31.25,0.333038397,24.8404,0.437185571,0.428861131,0.00E+00,23.63271937,0.966412531,0.068432883
1368.7,0.705595316,0.140870033,0.153534651,69.4101,1.826871523,89.81235878,204.2051282,60.08154043,0.00E+00,0.00E+00,131.3969938,14.57412319,0.00E+00,100.8081344,0.667462363,3.953863808,2.00753043,0.793220214,0.088280555,2.617977155,11.81007903,23.62680347,600.8782788,609.1285714,142.1359223,165.4606103,49.14216366,0,0,144.3932039,10.28779473,0,97.70887656,0.457679566,1.002272662,12.4748827,0.419549953,24.8876,1.373258057,0.206779786,0.69907071,151.1699968,0.388490883,0.278366333
0,0.362077535,0.637922465,0.00E+00,183.112,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0.8,1,0,0,0,45.15625,0,0,0,0,0,0,0,0,0,0,0,0.572051157,0.464,31.25,0,24.8917,0,0.00E+00,0.00E+00,8.37,0.00E+00,0
101.9,0.692929856,0.164970018,0.142100126,55.7285,2.506,0.00E+00,385.6563974,0.00E+00,32.43982687,0.00E+00,0.00E+00,0.00E+00,357.1350025,0.00E+00,0.5409234,12.50231896,3.167412808,0.628339656,0.061326176,3.469596313,6.23000191,11.2156039,775.2312267,745.1642408,0,368.3482705,0,99.79733464,0,0,0,277.0186357,0,1.215786406,6.316376913,10.41009853,0.339515452,24.8948,2.111033639,0.371660344,0.00E+00,1.281125046,0.411251917,0.320902846
87.2,0.681751825,0.00E+00,0.318248175,41.803,0,0,0,0,0,0,0,0,0,0,0.00E+00,4.500161975,1.673094479,1,0.00455545,0.00E+00,0,32.47855309,0,756.7738675,0,554.3156121,0,0,95.50954699,0,106.9487083,0,0,0.370017302,0.797955097,15.12034799,0.673530513,24.9634,1.177865569,0.00E+00,0.00E+00,0.115232182,0.48668862,0.002293578
126,0.253587268,0.417688495,0.328724237,74.9464,0,0,0,0,0,0,0,0,0,0,0.00E+00,1.748175198,0.8,0.465587399,0.126554802,2.974614416,0,61.52536474,0,735.0666667,0,563.7371429,39.17333333,0,0,132.1561905,0,0,0,1.2182694,0.285549851,18.75,0.475437136,25.1503,0.446817942,0.534412601,0.00E+00,0.355072781,0.551301685,0.300793651
489.9,0.145682769,0.481627995,0.372689235,61.8125,1.992,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,157.2745902,0.00E+00,67.96721311,461.5266393,0.23147169,8.714799403,2.968461273,0.286075724,0.038491842,6.50676946,10.23168981,14.12074175,686.7684426,624.4258443,47.66324033,0,30.97405776,0,0,136.7449829,0,32.46989721,376.5736662,1.013753957,1.042333624,11.77746702,0.419756011,25.1649,1.341223881,0.713924276,0.23147169,0.476922527,0.484172242,0.150438865
83.87,0.797527943,0.00E+00,0.202472057,36.8056,1.42,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,691,0.00E+00,0.463269639,3.155317648,1.773433478,0.573733697,0.115639672,0.00E+00,19.49018052,18.49447082,691,582.0914736,0,0,0,0,155.1468832,0,0,426.9445904,0,0.887170155,2.863221357,14.28362313,0.00E+00,25.1987,0.669671259,0.426266303,0.00E+00,33.18661585,0.508765544,0.286872541
106,0.757270437,0.00E+00,0.242729563,97.4074,0,0,0,0,0,0,0,0,0,0,0.00E+00,2.604933333,0.8,1,0.117209204,0.00E+00,0,43.10448009,0,590.7198113,229.9245283,0,86.26226415,0,0,28.84528302,0,0,245.6877358,2.822238635,1.844763921,24.59955752,0.557595993,25.2473,0.62,0.00E+00,0.00E+00,0,0.750442478,0.113207547
11147.95,0.875011339,0.040789344,0.084199317,66.4907,2.836293172,252.0313385,207.4265415,20.21202164,2.526263112,0.00E+00,57.3049793,3.546873409,0.00E+00,164.5622588,0.826950002,6.662828811,2.204189685,0.926928947,0.140875012,0.111433777,4.896110891,19.69874879,707.6102762,729.3461295,224.0947217,280.5261147,18.25239805,2.122022348,0,51.59818193,2.979319376,0,149.7733714,0.322274595,3.343543838,11.58932168,0.286657789,25.3032,1.685250028,0.073071053,0.82392162,3868.447336,0.225911711,0.691918245
35.42,0.784497445,0.00E+00,0.215502555,45.7683,0,0,0,0,0,0,0,0,0,0,0.00E+00,3.604,0.8,1,0.11,0.00E+00,0,49.21875,0,725.6833441,404.3730849,102.460898,5.955084659,0,0,0,0,0,212.8942765,2.551020408,0.358711729,31.25,0.603423856,25.4217,0.608,0.00E+00,0.00E+00,0,0.657142857,0.01961039
266.3048,0.876676844,0.00E+00,0.123323156,29.4469,2.024,0.00E+00,364.8651757,9.512792796,0.00E+00,0.00E+00,248.7617144,0.00E+00,0.00E+00,204.5885823,1,14.664717,3.261,1,0.38166196,0,9.739828679,3.75206831,827.7282652,827.7282652,0,364.8651757,9.512792796,0,0,248.7617144,0,0,204.5885823,0.371868746,1.556161779,7.666360012,0.370797943,25.5671,2.77185,0.00E+00,0.00E+00,0.277166033,0.361532446,0.284931026
120.38,0,0,1,54.2227,0,0,0,0,0,0,0,0,0,0,0.00E+00,7.224191667,1.441666667,1,0.055,0.00E+00,0,36.41618497,0,463.3007706,49.06222554,0,96.4558787,0,0,261.7983263,0,0,55.98434004,0.252899919,1.817949169,17.34104046,0.501284282,25.5849,1.225416667,0.00E+00,0.00E+00,44.34380564,1.02060195,0.096195381
384.8,0.48657589,0.217401339,0.296022771,51.2976,2.705,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,226.9087302,0.00E+00,0.00E+00,471.5277778,0.218101604,4.004465558,2.669024165,0.350311691,0.025542874,0.669761529,5.548703196,24.38132199,698.4365079,703.1896438,99.91754617,359.3100264,32.44327177,0,0,93.94788918,0,0,117.5709103,0.368511682,2.051069499,15.88782084,0.582322073,25.6117,0.539477435,0.649688309,0.00E+00,0.719420716,0.393886972,0.109407484
34.88,0.346642116,0.315340634,0.33801725,46.4341,0,0,0,0,0,0,0,0,0,0,0.00E+00,2.590936232,0.8,0.277196177,0.019602488,2.210093049,0,62.9660988,0,527.4639769,0,140.8242075,0,0,285.4870317,0,101.1527378,0,0,1.729548303,0.923316683,31.25,0.386455585,25.6225,0.440521739,0.722803823,0.00E+00,7.245796086,0.529206494,0.395642202
723.2,0.35999602,0.280256678,0.359747301,54.3597,1.775,46.12468408,35.01937658,0.00E+00,26.14490312,0.00E+00,210.6444819,329.9073294,35.1305813,0.00E+00,0.199375652,6.402272782,2.594936106,0.336562524,0.043613244,5.769387524,12.88633208,25.882602,682.9713564,695.5035651,173.7165775,18.52406417,0,13.82976827,0,150.0695187,320.7807487,18.5828877,0,1.024591875,3.966158877,16.6046336,0.232679045,25.6491,0.865034472,0.663437476,0.00E+00,0.182749404,0.613489647,0.226631637
0,1,0.00E+00,0.00E+00,41.3435,3.067,0,0,0,0,0,0,0,0,0,1,0,4.091,1,0.130054796,0,3.784110977,2.126828432,0,0,0,0,0,0,0,0,0,0,0,0.901247819,1.894424052,3.666585187,0,25.6622,0,0.00E+00,0.00E+00,122.2445355,0.00E+00,0
3683.8,0.720646903,0.103351568,0.176001529,46.3043,2.763,50.52393273,251.7897801,75.17663449,11.60717484,10.97106677,130.7227834,0.00E+00,0.034580555,48.43802866,0.587332098,12.60711534,2.020709618,0.728829591,0.196768333,0.310151409,5.14367887,23.3808514,579.2639815,597.2254532,58.5833369,235.7533108,64.7537822,9.99789997,9.449985,149.2906613,14.46397806,0.07446535,54.85803369,0.246982509,0.983204085,7.460069426,0.283803252,25.7004,1.703393425,0.271170409,0.634653479,524.3891682,0.386301695,0.147537869
193.7,0.821161397,0.09878074,0.080057863,43.7917,1.775,0.00E+00,0.00E+00,80.14545455,0.00E+00,0.00E+00,414.3272727,0.00E+00,0.00E+00,0.00E+00,0.18919049,5.000219188,1.766767449,0.932731048,0.097263314,0.62413105,12.84029752,29.96559294,494.4727273,777.6973951,0,693.0971767,24.17345188,0,0,60.4267665,0,0,0,0.317141028,0.806190177,14.15546747,0.747720761,25.7217,1.260356572,0.067268952,0.00E+00,0.291599975,0.133176574,0.044398554
4339,0.752838445,0.077636257,0.169525298,101.608,2.18073136,120.9474468,203.5127505,16.05571757,68.12682261,5.441211144,75.75473103,13.50251287,18.80024198,157.1784451,0.630682218,5.253349719,1.813501387,0.778548656,0.185126913,0.249409962,8.369620457,28.11134603,679.3198796,678.4504915,112.1594125,217.1466084,19.05347059,54.03992285,6.528757,92.4574164,10.11409848,18.1288546,148.8219506,1.359446391,2.557993471,13.28540693,0.264287408,25.7375,1.254742226,0.221451344,0.628947458,9.873560942,0.492290586,0.309910118
2076.3,0.81862896,0.017447873,0.163923166,57.5696,1.502857602,83.78447964,341.0739857,51.27373978,0.00E+00,0.00E+00,99.04729876,0.00E+00,0.00E+00,89.27804296,0.61907201,4.442514985,1.9554014,0.701369039,0.122443043,0.247921776,17.42415914,24.80327634,664.4575468,672.5987241,90.92738758,327.7370067,44.62330352,0,0,118.8907374,0,0,90.42028895,0.545586327,0.775616601,12.80034822,0.686081925,25.7702,1.391305259,0.298630961,0.616354558,128.358666,0.356878282,0.214227231
0,0.648875975,0.351124025,0.00E+00,43.7491,1.767,0,0,0,0,0,0,0,0,0,0.305954073,0,2.446628242,0.397625705,0.034743549,1.370834582,12.80367673,17.24748987,0,0,0,0,0,0,0,0,0,0,0,0.745118486,0,8.248544375,0,25.8092,0,0.602374295,0.305954073,31.1439703,0.00E+00,0
