areaOfVerticalExternalSurface,areaRatioOfAdiabaticInternalPartitions,areaRatioOfDiabaticInternalPartitions,areaRatioOfVerticalExternalSurface,ber,coolElectricEquivalentEfficiency,cool_irr_east,cool_irr_horizontal,cool_irr_north,cool_irr_north_east,cool_irr_north_west,cool_irr_south,cool_irr_south_east,cool_irr_south_west,cool_irr_west,cooledAreaRatio,glazingConduction,heatElectricEquivalentEfficiency,heatedAreaRatio,hotWaterDemand,internalConduction,internalGainsCool,internalGainsHeat,irrVerticalCool,irrVerticalHeat,irr_east,irr_horizontal,irr_north,irr_north_east,irr_north_west,irr_south,irr_south_east,irr_south_west,irr_west,lpd,opaqueConduction,q50,roofWallRatio,ser,solTrans,unconditionedAreaRatio,ventilatedAreaRatio,ventilationEnergyConsumption,wallToFloorRatio,windowToWallRatio
1380.24,0.801759153,0.00E+00,0.198240847,60.2902,2.444,97.4818901,452.7429925,28.91086763,0.00E+00,0.00E+00,60.59220779,0.00E+00,0.00E+00,104.5323406,0.972405589,14.68478062,1.809478552,1,0.133337299,0.00E+00,6.583933948,28.89627524,744.2602987,728.5113666,95.56504626,428.9883932,33.09572144,0,0,68.84914227,0,0,102.0130635,0.201392337,0.831385789,8.452700928,0.465280253,33.6885,3.97035,0.00E+00,0.972405589,954.8093106,0.385417016,0.303708051
1266.77,0.737125431,0.059980684,0.202893885,74.7171,2.471,60.79533644,643.1917387,5.402894113,0.00E+00,0.00E+00,116.3265667,0.00E+00,0.00E+00,2.947108095,0.243696948,14.81499693,2.245381004,0.824960878,0.086572842,0.359429968,6.51181479,21.78067195,828.663644,773.4592291,55.53764259,535.4867512,22.37719542,0,0,81.60478131,0,0,78.45285854,1.603280977,0.558548177,7.856122041,0.575642765,33.6912,2.071087356,0.175039122,0.00E+00,273.2511857,0.500596715,0.2452221
32.5,0.870517928,0.00E+00,0.129482072,41.8709,0,0,0,0,0,0,0,0,0,0,0,4.83279825,1.715583333,1,0.2,0.00E+00,0,32.08355767,0,614,0,0,0,0,0,614,0,0,0,0.475912976,1.115129167,14.57230291,0.00E+00,33.6937,1.23522,0,0,128.7,0.416666667,0.535384615
786.47,0.732454977,0.00E+00,0.267545023,105.616,0,0,0,0,0,0,0,0,0,0,0.00E+00,4.698384744,0.8,1,0.107674367,0.00E+00,0,60.80654666,0,754.3407891,153.5348123,293.3650181,21.2277437,20.4556353,0,68.37274349,0,14.80428031,182.5805559,0.863225586,1.589191461,31.25,0.315785811,33.7227,0.678782625,0.00E+00,0.00E+00,124.280297,0.975696598,0.12800234
129.03,0.774430964,0.00E+00,0.225569036,106.911,0,0,0,0,0,0,0,0,0,0,0.00E+00,5.213894935,1.013577891,1,0.081828646,0.00E+00,0,49.5646897,0,677.7747857,0,304.3270394,0,217.0094146,47.53642245,0,108.9019092,0,0,4.090401199,2.035113465,27.332162,0.32135907,33.7393,0.894050977,0.00E+00,0.00E+00,14.41870177,1.088860759,0.112066961
159.48,0.826522065,0.00E+00,0.173477935,102.425,0,0,0,0,0,0,0,0,0,0,0.00E+00,3.9656,0.8,1,0.135261021,0.00E+00,0,61.91706878,0,716.2032303,0,263.7101298,0,172.5331403,0.59539429,0,98.10718002,181.2573859,0,2.989304793,1.424664979,31.25,0.278468986,33.7432,0.68,0.00E+00,0.00E+00,26.22332748,0.780273007,0.187547028
284.8,0.692407387,0.00E+00,0.307592613,45.3824,2.677,0.00E+00,0.00E+00,0.00E+00,0.00E+00,188.8869382,0.00E+00,330.0484551,44.64325843,0.00E+00,1,24.180795,3.811,1,0.19992037,0,5.483979315,2.705918132,563.5786517,563.5786517,0,0,0,0,188.8869382,0,330.0484551,44.64325843,0,0.430935364,3.60188359,6.559958016,0.00E+00,33.7484,3.23935,0.00E+00,0.00E+00,0.134674584,0.553138595,0.367977528
276.1,0.758567734,0.018267055,0.223165212,57.4204,2.428,121.5425805,391.5414412,11.65081173,0.00E+00,0.00E+00,68.72742808,0.00E+00,0.00E+00,173.0988322,0.83112213,10.36605935,3.411660438,0.981830914,0.166224426,0.050751268,6.666458587,6.249185365,766.5610937,754.5064673,117.934519,426.15481,21.37590946,0,0,61.30072757,0,0,127.7405012,0.114066442,6.799875658,7.702783612,0.463258165,33.7485,2.612192637,0.018169086,0.046993584,602.2153043,0.522550485,0.204636001
357.9838,0.720115185,0.067344941,0.212539874,63.1469,2.708,5.719058142,641.8472914,27.50483943,0.00E+00,0.00E+00,79.45674162,0.00E+00,0.00E+00,31.9995021,0.943694348,3.879681812,2.063986111,0.943694348,0.123909688,0.300143515,5.398025039,22.32709809,786.5274327,786.5274327,5.719058142,641.8472914,27.50483943,0,0,79.45674162,0,0,31.9995021,0.268088111,1.801499095,12.11248461,0.697684628,33.7554,1.347493127,0.056305652,0.943694348,225.5949155,0.433100803,0.832266432
465.3,0.817196102,0.03247047,0.150333428,50.69,3.534,210.361186,0.00E+00,57.10916442,0.00E+00,0.00E+00,141.5013477,0.00E+00,0.00E+00,159.4777628,0.967014133,4.135075327,1.544937632,1,0.283040536,0.129139658,3.146729851,39.49757697,568.4494609,572.3707286,201.2740168,0,54.64216634,0,0,150.0361057,0,0,166.4184397,0.418585642,2.476345225,16.21625063,0.00E+00,33.7612,1.114659017,0.00E+00,0.967014133,936.9961255,0.408961468,0.265978938
755.32,0.725686477,0.038841156,0.235472366,50.6335,3.378,0.00E+00,489.7127877,0.00E+00,34.91572641,124.0222045,0.00E+00,68.93300024,44.69146252,0.00E+00,0.832057044,8.992662,3.370988905,0.946434427,0.145298231,0.110725993,3.44083787,7.507350058,762.2751814,758.2099043,0,466.8602557,0,33.87928489,111.3989932,0,98.2321592,47.83921137,0,0.356526936,0.6816149,3.433946589,0.500423303,33.7639,2.61288,0.053565573,0.00E+00,701.8661094,0.485645764,0.234152412
725.97,0.82035773,0.031495709,0.148146561,50.4813,2.279,0.00E+00,490.8732427,0.00E+00,76.14139077,0.00E+00,0.00E+00,154.6584612,0.00E+00,0.00E+00,0.508277392,19.770228,2.150135069,0.965253969,0.026916823,0.059686824,7.562894689,29.93746423,721.6730948,720.487961,0,426.7824103,0,58.68540109,90.75250285,0,144.2676467,0,0,2.802522697,0.541695369,11.22472279,0.417621294,33.7704,2.8594,0.034746031,0.00E+00,604.9570942,0.418318016,0.07117374
725.97,0.82035773,0.031495709,0.148146561,50.4813,2.279,0.00E+00,490.8732427,0.00E+00,76.14139077,0.00E+00,0.00E+00,154.6584612,0.00E+00,0.00E+00,0.508277392,19.770228,2.150135069,0.965253969,0.026916823,0.059686824,7.562894689,29.93746423,721.6730948,720.487961,0,426.7824103,0,58.68540109,90.75250285,0,144.2676467,0,0,2.802522697,0.541695369,11.22472279,0.417621294,33.7704,2.8594,0.034746031,0.00E+00,604.9570942,0.418318016,0.07117374
81,0.839043001,0.00E+00,0.160956999,72.5068,1.881,0.00E+00,922,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.268989959,1.17671169,1.843817444,0.495038393,0.05540697,0,11.062445,30.3929912,922,823.184573,0,706.1046832,0,117.0798898,0,0,0,0,0,8.918641173,0.957533736,19.26201943,0.47694692,33.7837,0.158989817,0.504961607,0.00E+00,14.65101477,0.478440638,0.30308642
575.343,0.809850468,0.038857546,0.151291986,77.4884,1.164026512,83.05495952,655.1589163,11.38555472,0.00E+00,0.00E+00,65.38313007,0.009710558,0.00E+00,0.00E+00,0.696194294,18.382838,1.846135204,0.980946656,0.020683053,0.225291428,42.04626833,30.91969173,814.9922711,784.3660631,117.3874746,588.9145077,19.28323907,0,0,58.772113,0.008728704,0,0,0.358445846,0.532057937,10.39711491,0.398831765,33.8029,3.233,0.019053344,0.696194294,648.2661732,0.317285326,0.024819977
651.79,0.821672171,0.00E+00,0.178327829,64.702,0,0,0,0,0,0,0,0,0,0,0.00E+00,8.402251525,1.674736111,1,0.210681059,0.00E+00,0,34.07493855,0,668.2130251,174.0042212,247.3358107,43.97756921,12.54013517,0,3.225991872,0,42.66677145,144.4625255,2.944889501,3.20471906,14.92772493,0.268260098,33.8308,1.423525694,0.00E+00,0.00E+00,80.72102944,0.867007196,0.213627088
81.3,0.763457002,0.062191722,0.174351276,52.5408,2.208,0.00E+00,0.00E+00,121.0501319,0.00E+00,0.00E+00,285.1292876,0.00E+00,0.00E+00,0.00E+00,0.954164979,15.899534,3.06900432,1,0.095416498,1.019667328,8.061101922,6.527413877,406.1794195,420.2386224,0,0,112.8610086,0,0,307.3776138,0,0,0,0.564858795,4.827402706,8.938362175,0.00E+00,33.8319,2.7013,0.00E+00,0.00E+00,0.616215188,0.548805184,0.220172202
955.3,0.556036773,0.190137103,0.253826124,55.5022,2.026628867,138.1100046,384.2961544,21.27730964,15.24436954,0.00E+00,44.49548031,0.00E+00,0.00E+00,138.1362035,0.795388528,6.052049207,1.713383927,0.843647538,0.462392817,0.598980577,9.552171585,31.99944832,741.559522,745.4961854,127.3585759,386.0337666,19.97216728,14.0576434,0,43.11359141,0,0,154.9604408,5.15314114,0.505518757,9.088446583,0.271915158,33.8345,1.310415213,0.156352462,0.785913755,152.9311851,0.595477042,0.332670365
313.9,0.407378939,0.190494491,0.402126569,70.9063,0,0,0,0,0,0,0,0,0,0,0.00E+00,0.832553642,0.8,0.261799939,0.191018737,0.852839525,0,61.5582429,0,702,0,0,0,0,0,0,702,0,0,2.892088089,0.337981952,31.25,0.617381765,33.9722,0.141933775,0.738200061,0.00E+00,0.485763735,0.535647248,0.070404587
62.04,0.627795942,0.211220094,0.160983964,70.1586,0,0,0,0,0,0,0,0,0,0,0.00E+00,13.51301558,2.359527778,0.90449069,0.113515882,0.976841071,0,15.28928433,0,775.941396,0,620.3784381,55.95024188,0,0,15.32550104,0,0,84.28721493,2.653091706,4.14598545,10.5953404,0.595619867,33.9999,2.005598611,0.09550931,0.00E+00,51.28830427,0.679518072,0.066408769
327.36,0.845939535,0.00E+00,0.154060465,63.0877,4.003,139.9705015,0.00E+00,0.00E+00,0.00E+00,0.00E+00,245.5442478,0.00E+00,0.00E+00,308.960177,0.431350698,0,1.235358665,1,0.195080559,0.00E+00,2.452569766,47.36146062,694.4749263,616.8035191,225.3152493,0,44.73313783,0,0,122.0520528,0,0,224.7030792,0.121106337,2.082697654,23.73050575,0.00E+00,34.0031,0,0.00E+00,0.431350698,957.0710396,0.43952739,0.00E+00
209.4,0.554029572,0.32359301,0.122377418,45.1784,2.3,0,0,0,0,0,0,0,0,0,0.071890773,1.61152,1.160118081,0.521037205,0.042816073,1.50117757,7.674858223,52.67764658,0,475.9643875,0,249.7136752,105.3960114,0,0,120.8547009,0,0,0,0.823310094,0.323215037,10.98289354,0.72176455,34.0074,0.413550617,0.478962795,0.00E+00,0.254317248,0.196091285,0.11843362
205.25,0.568728619,0.141132566,0.290138814,63.6064,0,0,0,0,0,0,0,0,0,0,0.00E+00,1.176740741,0.8,0.224522827,0.631995737,0.421302857,0,65.45428571,0,817.4411222,0,483.8032484,0,0,0,0,333.6378738,0,0,1.557319639,0.445667534,31.25,0.686636437,34.0081,0.157640604,0.775477173,0.00E+00,9.532599108,0.405128003,0.032935445
51.8,0.581839133,0.228067729,0.190093138,129.33,0,0,0,0,0,0,0,0,0,0,0.00E+00,4.4496,0.8,1,0.133458899,0.415520561,0,57.651079,0,381.7635135,39.45945946,0,269.2398649,0,0,0,0,0,73.06418919,4.588659456,0.919746467,29.62006253,1.265830116,34.0081,0.656,0.00E+00,0.00E+00,32.28008506,0.789995425,0.475926641
621.6,0.714663397,0.047166558,0.238170045,49.7483,1.607,0.00E+00,618.1670931,50.65609007,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,95.84518936,0.216415399,9.862876137,1.805128378,0.967505691,0.023761159,0.069557651,15.64796786,27.70888697,764.6683726,803.2905558,0,644.092499,22.79067237,0,0,68.66257287,0,0,67.7448115,0.178219005,0.719266196,14.37067637,0.587442756,34.0092,1.628363706,0.032494309,0.945224821,0,0.41012107,0.068854569
838.6404,0.716026062,0.044972102,0.239001836,43.8408,4.331,208.4610342,0.00E+00,160.2008467,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.005868423,6.410465314,2.134189003,0.966509369,0.155200252,0.14251646,1.540712036,20.83350931,368.6618809,578.2645364,86.69791034,72.61401574,42.18226578,35.06454483,29.24534854,135.0563597,43.46834451,44.10281324,89.83293375,0.53759617,1.036474082,7.043095314,0.264664091,34.0213,1.628326751,0.033490631,0.00E+00,951.6313531,0.724815391,0.381435476
579.1232,0.845010805,0.01404295,0.140946245,65.246,2.300871416,0.00E+00,251.6690458,0.00E+00,107.7787346,36.43822701,0.00E+00,111.5117318,181.6533019,0.00E+00,0.864378281,14.6446908,3.018434583,0.980893201,0.073269123,0.175464031,9.407850617,10.08113977,689.0510413,690.154626,0,267.6661644,0,115.0702578,36.41955278,0,103.0802634,167.9183876,0,0.279853865,1.716314077,10.24392508,0.284702293,34.0234,2.496627414,0.019106799,0.033853924,672.6388827,0.384876188,0.449990606
409.2,0.504431674,0.097009837,0.398558488,45.4719,0,0,0,0,0,0,0,0,0,0,0.00E+00,3.670410853,1.36043994,0.224340384,0.466973575,0.314451975,0,47.57212805,0,746.0005814,51.51827894,340.2132422,0,0,0,276.3200814,0,0,77.94897885,0.776026636,0.641723829,11.98006927,0.679229901,34.0262,0.98940315,0.775659616,0.00E+00,23.76189507,0.414934393,0.090762463
197.1,0.823087487,0.00E+00,0.176912513,34.3314,2.3,176.2756793,341.3969516,0.00E+00,0.00E+00,0.00E+00,41.98807157,0.00E+00,0.00E+00,240.4473161,0.828665043,17.63044202,3.40473545,1,0.150982771,0.00E+00,7.429111531,7.272216299,800.1080186,805.1215151,210.4210729,348.8659873,0,0,0,36.54681792,0,0,209.287637,0.978601253,3.29654474,8.045506748,0.368390694,34.0397,2.990595833,0.00E+00,0.00E+00,134.2464885,0.571503132,0.154388635
74.4,0.341383812,0.172976501,0.485639687,63.7644,0,0,0,0,0,0,0,0,0,0,0.00E+00,6.092457012,1.765089919,0.785811733,0.105839836,1.949806954,0,27.7426794,0,726.2439271,163.7813765,376.0789474,28.59311741,0,0,70.22469636,0,0,87.56578947,2.692026482,0.905993053,14.18479696,0.408114558,34.0485,1.319164481,0.214188267,0.00E+00,0,1.450009745,0.126344086
1192.2,0.711550253,0.079588655,0.208861092,67.214,3.40474385,60.67578266,283.8326736,0.00E+00,13.98884491,30.53400504,0.00E+00,246.6725441,105.6143397,0.00E+00,0.717785808,11.76834496,3.895759926,0.85826348,0.121620805,0.962549547,3.144749289,10.81617422,741.31819,719.1507422,55.31632904,269.3483146,0,13.16329041,56.63954728,0,224.8841138,99.79914705,0,1.214858386,1.942267961,3.614607722,0.238408902,34.0825,3.181828153,0.14173652,0.029466939,298.0814839,0.588548917,0.322848515
452.7,0.792146959,0.023461366,0.184391674,58.9412,2.024362637,182.1556821,0.00E+00,61.41903987,0.00E+00,0.00E+00,169.6951451,0.00E+00,0.00E+00,141.1771088,0.891024256,6.615791789,2.072769649,0.980065907,0.171814057,0.337627494,9.692931857,22.91374448,554.4469759,554.8603338,172.4282413,0,61.91065469,0,0,160.6331194,0,0,159.8883184,0.630561296,1.871648182,12.4913253,0.00E+00,34.0923,1.568629444,0.019934093,0.871441305,445.2042094,0.611393226,0.123481334
8.55,0.814935065,0.00E+00,0.185064935,135.904,0,0,0,0,0,0,0,0,0,0,0.00E+00,4.544,0.8,1,0.2,0.00E+00,0,61.40625,0,655.983013,0,569.6039338,86.37907912,0,0,0,0,0,0,3.757096738,1.259388781,31.25,0.617791685,34.1108,0.68,0.00E+00,0.00E+00,0,0.618668596,0.243274854
203.77,0.519057605,0.121869989,0.359072407,79.357,0,0,0,0,0,0,0,0,0,0,0.00E+00,6.792772966,1.462380833,1,0.134136281,0.35520663,0,36.6203512,0,743.8895035,124.524539,391.9721135,64.1706383,0,0,0,0,0,163.2222128,1.730164037,0.813860279,27.94306491,0.421929078,34.1144,1.136586028,0.00E+00,0.00E+00,0,0.878243255,0.054031506
518.41,0.362474465,0.168944447,0.468581087,55.5426,1.42,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,286.7774594,0.00E+00,0.00E+00,334.8790194,0.185966802,8.778224996,1.609917692,0.694252719,0.138347934,0.169902292,20.13489387,32.75104794,621.6564788,804.254624,43.62250788,597.0933922,19.84510429,0,0,58.99459262,0,0,84.69902702,0.199063687,0.825675473,15.85463937,0.595639796,34.1252,1.484578441,0.305747281,0.00E+00,680.714642,0.349085889,0.082425108
199.5,0.482651001,0.151092344,0.366256655,83.4339,0,0,0,0,0,0,0,0,0,0,0.00E+00,6.351387073,1.703569444,0.465054496,0.023463331,3.26066236,0,32.63179169,0,542.5224299,0,83.06915888,0,236.4046729,122.8523364,0,66.42056075,33.77570093,0,12.96735245,2.450556834,14.6750695,0.05749371,34.1495,1.08910208,0.534945504,0.00E+00,0,1.358991826,0.353884712
103.5182,0.770997492,0.125774646,0.103227861,75.2479,2.213275121,20.19727862,0.00E+00,0.00E+00,0.00E+00,14.03427633,141.6818427,314.7800031,167.6636629,18.97962297,0.517477225,11.89863175,2.009410644,0.667778556,0.057061404,0.937061883,8.138759131,33.15672848,677.3366865,675.0712272,19.94355258,0,0,6.243506514,13.85797231,139.9019805,310.8256147,165.557407,18.74119359,1.891627464,1.94962464,14.36675629,0.038344948,34.1553,2.01230342,0.332221444,0.373538893,15.13771649,0.290170147,0.450814446
45,0.904499151,0.00E+00,0.095500849,67.0989,1.938,0,0,0,0,0,0,0,773,0,1,11.17332,3.028,1,0.188853014,0,10.30936234,4.223063462,773,773,0,0,0,0,0,0,0,773,0,0.527995592,5.1476,8.256274769,0,34.1786,2.30128,0.00E+00,0.00E+00,0,0.345940959,0.486666667
2703.1806,0.752261545,0.025171224,0.222567231,59.542,2.327939794,5.061982454,426.3333224,2.757694029,48.2434981,59.95189027,1.32635756,107.9369649,74.34929231,7.623670961,0.909787216,6.689382104,1.921775795,0.951028548,0.507058367,0.10652455,7.643757907,27.08881176,733.584673,734.5121678,4.835671266,427.3436307,2.634403003,52.02948738,57.27156026,1.267058746,107.7670475,74.08047719,7.282831765,0.42149853,0.668573816,7.858483921,0.311250873,34.1823,1.619935837,0.048971452,0.890759227,540.3173882,0.516841759,0.204041935
5290.8,0.762948564,0.011509835,0.225541602,63.371,1.775,0.00E+00,0.00E+00,0.00E+00,42.59132611,378.8206839,0.00E+00,216.3202669,38.30442035,0.00E+00,0.047554643,12.10279246,1.922591012,0.969967348,0.296832577,0.070226758,12.41047437,26.46753612,676.0366972,738.540534,0,317.722972,0,51.28135654,155.6961579,0,132.3642887,81.47575878,0,0.764682261,3.890355653,13.14228223,0.290066607,34.1889,1.635252519,0.030032652,0.00E+00,258.3129754,0.667521234,0.162017086
2493.7687,0.824793611,0.046408405,0.128797984,92.9253,2.595759583,76.8238973,468.3904514,31.21598761,0.00E+00,0.919486752,84.65705309,0.00E+00,1.306440256,74.73981312,0.801992816,6.405271703,2.133399059,0.887447103,0.29008908,0.223474402,5.699371614,19.26007343,738.0531295,733.97355,72.76937643,466.460281,32.58276631,0,0.826360221,89.26947727,0,1.17412269,70.89116607,1.382669494,0.9634106,7.039790687,0.54240044,34.197,1.627007518,0.112552897,0.748854708,96.52196704,0.388980975,0.225373067
359.88,0.814063219,0.077710983,0.108225798,50.2972,1.775,0.00E+00,643.0852999,0.00E+00,0.00E+00,0.00E+00,246.6781163,0.00E+00,0.00E+00,0.00E+00,0.242606825,7.873515,2.068740449,0.941892238,0.023522576,0.104924906,12.78637513,21.95132466,889.7634162,886.0840282,3.541418499,766.5195583,14.98007147,0,0,101.0429799,0,0,0,1.635446846,0.469904161,5.167104046,0.73785347,34.2583,2.0124,0.058107762,0.00E+00,464.6832984,0.248950256,0.124597088
34.2,0.914813062,0.00E+00,0.085186938,76.2455,0,0,0,0,0,0,0,0,0,0,0.00E+00,4.6248,0.8,1,0.2,0.00E+00,0,61.40625,0,227,0,0,227,0,0,0,0,0,0,0.816034359,1.36,31.25,0.00E+00,34.292,0.68,0.00E+00,0.00E+00,398.145,0.283464567,0.625146199
31.5,0.811377246,0.00E+00,0.188622754,57.5846,249999.75,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,735,1,3.855230514,1.746819444,1,0.2,0.00E+00,6.29E-10,30.94639909,735,735,0,0,0,0,0,0,0,0,735,3.746253746,1.813516187,14.31172528,0.00E+00,34.2956,1.25771,0.00E+00,0.00E+00,75.075,0.692307692,0.162857143
4709.232,0.698783934,0.089637374,0.211578692,66.2892,1.369209817,81.24917767,416.352753,42.11243333,0.00E+00,0.00E+00,106.1104938,0.00E+00,0.00E+00,74.61926676,0.816799204,5.047463689,1.88649206,0.946813624,0.643936384,0.533842155,18.12498831,23.18930234,720.4441246,722.971825,111.1493562,372.5721091,38.31069082,0,0,104.9318459,0,0,96.00782293,1.65116923,0.842118455,6.705474447,0.419488419,34.2981,1.063723115,0.053186376,0.816799204,552.6313346,0.578900254,0.258891471
0,0.897663349,0.102336651,0.00E+00,46.2849,2.137,0,0,0,0,0,0,0,0,0,0.597906963,0,3.104877434,0.63840663,0.03788458,0.433345833,8.69199078,7.262602603,0,0,0,0,0,0,0,0,0,0,0,1.289871735,0,9.162474758,0,34.3201,0,0.36159337,0.00E+00,111.9182679,0.00E+00,0
430.8,0.563227669,0.331401037,0.105371294,117.063,2.150762188,111.0232126,0.00E+00,29.2729805,0.00E+00,0.00E+00,60.43082637,0.00E+00,0.00E+00,441.1490251,1,4.066473125,1.933593528,1,0.766323283,0.00E+00,8.441308147,25.5411668,641.8760446,641.8760446,111.0232126,0,29.2729805,0,0,60.43082637,0,0,441.1490251,0.297282465,0.863667763,7.824584972,0.00E+00,34.342,1.36497,0.00E+00,0.975015684,0.645886186,0.317968779,0.47818013
300,0.819711538,0,0.180288462,151.39,1.11,0,596.5882353,39.88235294,0,0,108.3529412,0,0,0,1,7.2569175,1.143722222,1,0.13,0.00E+00,31.89676163,72.18800475,744.8235294,744.8235294,0,596.5882353,39.88235294,0,0,108.3529412,0,0,0,0.334710744,0.609849028,21.85845436,0.647058824,34.3459,0.972163889,0,1,322.5,0.272727273,0.4
300,0.819711538,0,0.180288462,151.39,1.11,0,596.5882353,39.88235294,0,0,108.3529412,0,0,0,1,7.2569175,1.143722222,1,0.13,0.00E+00,31.89676163,72.18800475,744.8235294,744.8235294,0,596.5882353,39.88235294,0,0,108.3529412,0,0,0,0.334710744,0.609849028,21.85845436,0.647058824,34.3459,0.972163889,0,1,322.5,0.272727273,0.4
300,0.819711538,0,0.180288462,83.5187,1.767,0,596.5882353,39.88235294,0,0,108.3529412,0,0,0,1,2.183644444,1.364777778,1,0.162,0.00E+00,12.5869194,50.69700135,744.8235294,744.8235294,0,596.5882353,39.88235294,0,0,108.3529412,0,0,0,0.220909091,0.727719008,18.31800049,0.647058824,34.3459,0.545911111,0,1,322.5,0.272727273,0.4
898.24,0.782943898,0.012231468,0.204824634,73.3741,2.039666698,124.9109175,239.5449727,43.56190163,0.00E+00,2.339709085,140.0844393,0.00E+00,0.00E+00,99.43368123,0.794069193,8.044808411,2.740511536,0.983700265,0.146895895,0.197556745,9.800187446,10.13709344,649.8756215,656.2531549,138.6651833,239.1872548,39.63070469,10.82765766,2.61693021,121.4870493,14.02163833,0,89.81673659,2.519535097,5.688321722,9.930791917,0.261018009,34.3704,1.833911975,0.016299735,0.00E+00,152.6629827,0.747374902,0.238822586
1541.7,0.690823352,0.098583011,0.210593637,83.6376,2.132786109,64.26644797,357.0712593,46.07936942,0.00E+00,0.00E+00,143.5408238,0.00E+00,11.01922726,49.58219428,0.865639161,6.623754912,1.881514805,0.900835915,0.27198549,0.298645401,11.99003672,29.73928441,671.559322,661.4997194,62.34284481,353.7550615,50.96585366,0,0,135.999741,0,10.44031945,47.99589899,0.283377506,0.583166238,8.553213032,0.260149955,34.3999,1.434203343,0.099164085,0.826534858,338.5047614,0.493388208,0.337484595
301.1,0.802440785,0.00E+00,0.197559215,70.6771,4.122,0.00E+00,51.73605016,0.00E+00,110.031348,0.00E+00,0.00E+00,351,154.6626959,0.00E+00,1,11.418158,3.326,1,0.170893365,0,2.299905046,3.532493661,667.430094,667.430094,0,51.73605016,0,110.031348,0,0,351,154.6626959,0,2.450182326,1.966150203,4.509921828,0.056112853,34.4281,2.52776,0.00E+00,1,0.157660773,0.658487513,0.309199601
373.344,0.790805539,0.00E+00,0.209194461,94.5653,2.142,164.5894327,237.7314477,38.24522337,0.00E+00,0.00E+00,103.9051644,0.00E+00,0.00E+00,124.288427,0.840182923,7.95059467,1.825641634,1,0.156901017,0.00E+00,8.561817795,29.53363625,668.759695,685.5102901,208.7411927,248.4462078,32.77397823,0,0,89.04080812,0,0,106.5081032,1.507158622,3.156955631,15.38879928,0.269464434,34.4425,1.57848605,0.00E+00,0.840182923,85.90365978,0.748829653,0.218402331
9,0.870317003,0.00E+00,0.129682997,57.7605,0,0,0,0,0,0,0,0,0,0,0.00E+00,5.241179167,1.585833333,1,0.03076245,0.00E+00,0,5.775399138,0,846,0,0,0,0,0,0,0,0,846,3.473126682,2.695916667,2.424785897,0,34.4519,1.205233333,0.00E+00,0.00E+00,0,0.099162627,0.622222222
2178.7546,0.62819232,0.084474865,0.287332815,78.0065,2.318184386,33.23120771,593.151875,8.513980104,5.084657756,8.345563449,120.5349104,2.405603059,2.840938688,24.02800524,0.838452211,6.156430555,1.885610936,0.923018961,0.220404115,0.277690474,7.076160244,25.77260531,798.1367415,720.1062603,31.93180484,509.8742903,41.17548206,3.465063184,5.687286351,87.37573142,1.639356471,1.93602648,37.02121924,1.467434287,0.712253746,7.955680013,0.27594459,34.4615,1.490873496,0.076981039,0.832288029,378.8286171,0.689791456,0.428608344
465.2,0.758198101,0.085179449,0.15662245,53.6034,3.108510954,206.9566969,0.00E+00,39.92346425,0.00E+00,0.00E+00,114.1208459,0.00E+00,0.00E+00,237.1898288,0.881566526,27.19467,4.268128975,0.890241102,0.166556959,1.440984649,4.463962547,2.956303442,598.1908359,598.1908359,206.9566969,0,39.92346425,0,0,114.1208459,0,0,237.1898288,0.144221392,4.294435942,5.996215145,0.00E+00,34.4664,3.6431,0.109758898,0.057456308,3168.05837,0.395628694,0.26483233
631.6,0.521464152,0.125034981,0.353500868,69.122,2.336,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,733,0.020348171,1.171222824,1.009854624,0.394869149,0.169001507,0.328472273,7.201896463,59.95319516,733,736.78686,105.490438,276.9142505,0,0,0,161.0709439,0,0,193.3112276,0.774779735,1.105011526,24.4094694,0.569344061,34.4928,0.273129594,0.605130851,0.00E+00,0.170389346,0.51717926,0.128245725
9.09,0.815318976,0.00E+00,0.184681024,142.959,0,0,0,0,0,0,0,0,0,0,0.00E+00,4.544,0.8,1,0.2,0.00E+00,0,61.40625,0,645.2440945,0,555.3779528,89.86614173,0,0,0,0,0,0,5.812152021,1.254722359,31.25,0.602362205,34.4942,0.68,0.00E+00,0.00E+00,0,0.660130719,0.170517052
492.0516,0.712192194,0.073613805,0.214194001,84.7611,2.45,81.02529861,403.9110284,57.4278509,0.00E+00,0.00E+00,119.5146484,0.00E+00,0.00E+00,0.00E+00,0.824378471,8.925169414,1.864,0.824378471,0.103418989,0.272476314,6.582717069,11.37222757,661.8788263,661.8788263,81.02529861,403.9110284,57.4278509,0,0,119.5146484,0,0,0,2.041833268,4.523770637,13.41201717,0.396436108,34.5047,1.205912256,0.175621529,0.00E+00,106.2255675,0.761230217,0.1635109
